URI	Count	Distinct_count
http://mo-ld.org/mine_type:FivePrimeDataSet	5	5
http://mo-ld.org/mine_type:FivePrimeScore	5	5
http://mo-ld.org/mine_type:Dbxrefsource	5	5
http://mo-ld.org/resource/yeastmine_Ontology	5	5
http://mo-ld.org/mine_type:Version	4	4
http://mo-ld.org/mine_type:ThreePrimeDataSet	4	4
http://mo-ld.org/mine_type:Source	4	4
http://mo-ld.org/resource/yeastmine_OrthologueEvidence	4	4
http://mo-ld.org/resource/yeastmine_OrthologueEvidenceCode	4	4
http://mo-ld.org/mine_type:Phenotype	3	3
http://mo-ld.org/mine_type:Strand	3	3
http://mo-ld.org/mine_type:Role1	3	3
http://mo-ld.org/mine_type:PValue	3	3
http://mo-ld.org/mine_type:Distance	3	3
http://mo-ld.org/mine_type:ThreePrimeScore	3	3
http://mo-ld.org/mine_type:Status	3	3
http://mo-ld.org/resource/yeastmine_NonTranscribedRegion	3	3
http://mo-ld.org/mine_type:AnnotType	3	3
http://mo-ld.org/mine_type:Location	3	3
http://mo-ld.org/mine_type:AnnotationType	2	2
http://mo-ld.org/mine_type:Direct	2	2
http://mo-ld.org/mine_type:Redundant	2	2
http://mo-ld.org/mine_type:IncludeGene	2	2
http://mo-ld.org/mine_type:ChannelCount	2	2
http://mo-ld.org/mine_type:GfpTagged	2	2
http://mo-ld.org/mine_type:GfpVisualized	2	2
http://mo-ld.org/mine_type:TapVisualized	2	2
http://mo-ld.org/mine_type:IsReversible	2	2
http://mo-ld.org/mine_type:Abbreviation	1	1
http://mo-ld.org/mine_type:Obsolete	1	1
http://mo-ld.org/mine_type:GeoID	1	1
http://mo-ld.org/mine_type:PlatformID	1	1
http://mo-ld.org/mine_type:Note	1	1
http://mo-ld.org/resource/yeastmine_TelomeraseRNAGene	1	1
http://mo-ld.org/resource/yeastmine_InteinEncodingRegion	1	1
http://mo-ld.org/resource/yeastmine_Plasmid	1	1
http://mo-ld.org/mine_type:Datasource	1	1
http://mo-ld.org/mine_type:FeatAttribute	1	1
http://mo-ld.org/mine_type:RunDate	1	1
http://mo-ld.org/mine_type:PropertyName	1	1
http://mo-ld.org/mine_type:Category	1	1
