Subject-Type	Subject-Type Count	Subject-Type Distinct Count	Property	Object-Type	Object-Type Count	Object-Type tDistinct_count
http://mo-ld.org/resource/yeastmine_InteractionDetail	669462	669462	mine_voc:\nhasType	http://mo-ld.org/mine_type:Type	669462	3
http://mo-ld.org/resource/yeastmine_InteractionDetail	669462	669462	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	669462	669462
http://mo-ld.org/resource/yeastmine_BioEntity	669462	6309	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	669462	669462
http://mo-ld.org/resource/yeastmine_Gene	668808	6009	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	668808	668808
http://mo-ld.org/resource/yeastmine_SequenceFeature	668808	6009	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	668808	668808
mold_res:\nyeastmine_InteractionDetail	668805	668805	mine_voc:\nhasAnnotationType	mine_type:\nAnnotationType	668805	2
mold_res:\nyeastmine_InteractionExperiment	668805	12985	mine_voc:\nhasInteractionDetail	http://mo-ld.org/resource/yeastmine_InteractionDetail	668805	668805
http://mo-ld.org/resource/yeastmine_InteractionDetail	668805	668805	mine_voc:\nhasInteractionExperiment	http://mo-ld.org/resource/yeastmine_InteractionExperiment	668805	12985
http://mo-ld.org/resource/yeastmine_InteractionDetail	668805	668805	mine_voc:\nhasRole1	mine_type:\nRole1	668805	3
http://mo-ld.org/resource/yeastmine_BiologicalRegion	668657	6002	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	668657	668657
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	667808	5804	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	667808	667808
http://mo-ld.org/resource/yeastmine_ORF	667184	5705	mine_voc:\nhasInteraction	http://mo-ld.org/resource/yeastmine_Interaction	667184	667184
mold_res:\nyeastmine_Author	659315	227001	mine_voc:\nhasPublication	mold_res:\nyeastmine_Publication	659315	123910
http://mo-ld.org/resource/yeastmine_Publication	659315	123910	mine_voc:\nhasAuthor	http://mo-ld.org/resource/yeastmine_Author	659315	227001
mold_res:\nyeastmine_BioEntity	567216	321883	mine_voc:\nhasDataSet	http://mo-ld.org/resource/yeastmine_DataSet	567216	34
http://mo-ld.org/resource/yeastmine_DataSet	567216	34	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BioEntity	567216	321883
mold_res:\nyeastmine_BioEntity	544436	264340	mine_voc:\nhasLocation	mold_res:\nyeastmine_Location	544436	272219
http://mo-ld.org/resource/yeastmine_Location	544436	272219	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BioEntity	544436	264340
mold_res:\nyeastmine_SequenceFeature	544027	264188	mine_voc:\nhasLocation	mold_res:\nyeastmine_Location	544027	272015
http://mo-ld.org/resource/yeastmine_Location	544027	272015	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_SequenceFeature	544027	264188
http://mo-ld.org/resource/yeastmine_Homologue	511512	479130	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BiologicalRegion	511512	5652
http://mo-ld.org/resource/yeastmine_Homologue	511512	479130	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	511512	5652
http://mo-ld.org/resource/yeastmine_SequenceFeature	496851	275806	mine_voc:\nhasDataSet	http://mo-ld.org/resource/yeastmine_DataSet	496851	28
http://mo-ld.org/resource/yeastmine_DataSet	496851	28	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_SequenceFeature	496851	275806
http://mo-ld.org/resource/yeastmine_Homologue	491366	468084	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ORF	491366	5550
http://mo-ld.org/resource/yeastmine_BioEntity	471515	81180	mine_voc:\nhasPublication	mold_res:\nyeastmine_Publication	471515	68761
http://mo-ld.org/resource/yeastmine_BioEntity	465817	465817	mine_voc:\nhasOrganism	mold_res:\nyeastmine_Organism	465817	32
http://mo-ld.org/resource/yeastmine_BioEntity	465817	465817	mine_voc:\nhasPrimaryIdentifier	mine_type:\nPrimaryIdentifier	465817	300727
http://mo-ld.org/resource/yeastmine_SequenceFeature	458988	458988	mine_voc:\nhasOrganism	mold_res:\nyeastmine_Organism	458988	32
http://mo-ld.org/resource/yeastmine_SequenceFeature	458988	458988	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	458988	300703
mold_res:\nyeastmine_Publication	432267	68757	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_SequenceFeature	432267	41932
http://mo-ld.org/resource/yeastmine_Publication	432267	68757	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BioEntity	432267	41932
http://mo-ld.org/resource/yeastmine_SequenceFeature	432267	41932	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	432267	68757
mold_res:\nyeastmine_Publication	430744	68566	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BiologicalRegion	430744	41870
http://mo-ld.org/resource/yeastmine_BiologicalRegion	430744	41870	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	430744	68566
mold_res:\nyeastmine_Gene	423084	202055	mine_voc:\nhasDataSet	http://mo-ld.org/resource/yeastmine_DataSet	423084	26
http://mo-ld.org/resource/yeastmine_DataSet	423084	26	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_Gene	423084	202055
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	398429	398429	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	398429	68756
http://mo-ld.org/resource/yeastmine_Publication	389606	68522	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_Gene	389606	7241
http://mo-ld.org/resource/yeastmine_Gene	389606	7241	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606
http://mo-ld.org/resource/yeastmine_SequenceFeature	389606	7241	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606
http://mo-ld.org/resource/yeastmine_BioEntity	389606	7241	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_Gene	389606	7241
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_SequenceFeature	389606	7241
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	389606	389606	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BioEntity	389606	7241
http://mo-ld.org/resource/yeastmine_Gene	389606	7241	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	389606	68522
http://mo-ld.org/resource/yeastmine_BiologicalRegion	388084	7180	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	388084	388084
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	388084	388084	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BiologicalRegion	388084	7180
http://mo-ld.org/resource/yeastmine_Publication	371327	67583	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	371327	6746
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	371327	6746	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	371327	371327
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	371327	371327	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	371327	6746
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	371327	6746	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	371327	67583
http://mo-ld.org/resource/yeastmine_Publication	369645	67541	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_ORF	369645	6639
http://mo-ld.org/resource/yeastmine_ORF	369645	6639	mine_voc:\nhasPublicationAnnotation	http://mo-ld.org/resource/yeastmine_PublicationAnnotation	369645	369645
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	369645	369645	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ORF	369645	6639
http://mo-ld.org/resource/yeastmine_ORF	369645	6639	mine_voc:\nhasPublication	http://mo-ld.org/resource/yeastmine_Publication	369645	67541
http://mo-ld.org/resource/yeastmine_Publication	345016	78083	mine_voc:\nhasLiteratureTopic	http://mo-ld.org/resource/yeastmine_LiteratureTopic	345016	50
http://mo-ld.org/resource/yeastmine_BioEntity	335342	288688	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_Gene	335342	7259
http://mo-ld.org/resource/yeastmine_BioEntity	335342	288688	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_SequenceFeature	335342	7259
http://mo-ld.org/resource/yeastmine_BioEntity	335342	288688	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BioEntity	335342	7259
http://mo-ld.org/resource/yeastmine_BioEntity	335015	288468	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BiologicalRegion	335015	7233
http://mo-ld.org/resource/yeastmine_SequenceFeature	328538	281884	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_Gene	328538	7259
http://mo-ld.org/resource/yeastmine_SequenceFeature	328538	281884	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_SequenceFeature	328538	7259
http://mo-ld.org/resource/yeastmine_SequenceFeature	328538	281884	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BioEntity	328538	7259
http://mo-ld.org/resource/yeastmine_SequenceFeature	328217	281670	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BiologicalRegion	328217	7233
http://mo-ld.org/resource/yeastmine_BioEntity	320242	275301	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	320242	6798
http://mo-ld.org/resource/yeastmine_BioEntity	315550	271885	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ORF	315550	6691
http://mo-ld.org/resource/yeastmine_SequenceFeature	313444	268503	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	313444	6798
http://mo-ld.org/resource/yeastmine_SequenceFeature	308859	265194	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ORF	308859	6691
mold_res:\nyeastmine_BiologicalRegion	308801	28966	mine_voc:\nhasLocation	http://mo-ld.org/resource/yeastmine_Location	308801	272014
http://mo-ld.org/resource/yeastmine_Location	308801	272014	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BiologicalRegion	308801	28966
mold_res:\nyeastmine_CrossReference	291316	291316	mine_voc:\nhasDataSource	mold_res:\nyeastmine_DataSource	291316	13
http://mo-ld.org/resource/yeastmine_CrossReference	291316	291316	mine_voc:\nhasIdentifier	mine_type:\nIdentifier	291316	173535
http://mo-ld.org/resource/yeastmine_Location	272219	272219	mine_voc:\nhasStart	mine_type:\nStart	272219	44321
http://mo-ld.org/resource/yeastmine_Location	272219	272219	mine_voc:\nhasEnd	mine_type:\nEnd	272219	44032
http://mo-ld.org/resource/yeastmine_Location	272012	272012	mine_voc:\nhasStrand	mine_type:\nStrand	272012	3
mold_res:\nyeastmine_Chromosome	272000	17	mine_voc:\nhasLocation	http://mo-ld.org/resource/yeastmine_Location	272000	272000
http://mo-ld.org/resource/yeastmine_Location	272000	272000	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_Chromosome	272000	17
http://mo-ld.org/resource/yeastmine_BioEntity	270990	270990	mine_voc:\nhasLength	mine_type:\nLength	270990	6386
http://mo-ld.org/resource/yeastmine_BioEntity	270970	270970	mine_voc:\nhasSequence	mold_res:\nyeastmine_Sequence	270970	270970
http://mo-ld.org/resource/yeastmine_Sequence	270970	270970	mine_voc:\nhasLength	http://mo-ld.org/mine_type:Length	270970	6341
http://mo-ld.org/resource/yeastmine_Sequence	270970	270970	mine_voc:\nhasResidues	mine_type:\nResidues	270970	56735
http://mo-ld.org/resource/yeastmine_SequenceFeature	264186	264186	mine_voc:\nhasLength	mine_type:\nLength	264186	6385
http://mo-ld.org/resource/yeastmine_SequenceFeature	264166	264166	mine_voc:\nhasSequence	mold_res:\nyeastmine_Sequence	264166	264166
http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BiologicalRegion	264161	17
http://mo-ld.org/resource/yeastmine_BioEntity	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BiologicalRegion	264161	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_Chromosome	264161	17
http://mo-ld.org/resource/yeastmine_BioEntity	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_Chromosome	264161	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	17
http://mo-ld.org/resource/yeastmine_BioEntity	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BioEntity	264161	17
http://mo-ld.org/resource/yeastmine_BioEntity	264161	264161	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BioEntity	264161	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	262775	262775	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/yeastmine_OntologyTerm	262775	35
http://mo-ld.org/resource/yeastmine_BioEntity	262775	262775	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/yeastmine_OntologyTerm	262775	35
http://mo-ld.org/resource/yeastmine_SequenceFeature	262775	262775	mine_voc:\nhasSOTerm	mold_res:\nyeastmine_SOTerm	262775	35
http://mo-ld.org/resource/yeastmine_BioEntity	262775	262775	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/yeastmine_SOTerm	262775	35
http://mo-ld.org/resource/yeastmine_BiologicalRegion	255756	5652	mine_voc:\nhasHomologue	http://mo-ld.org/resource/yeastmine_Homologue	255756	255756
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	255756	5652	mine_voc:\nhasHomologue	http://mo-ld.org/resource/yeastmine_Homologue	255756	255756
http://mo-ld.org/resource/yeastmine_ORF	245683	5550	mine_voc:\nhasHomologue	http://mo-ld.org/resource/yeastmine_Homologue	245683	245683
mold_res:\nyeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasLocation	http://mo-ld.org/resource/yeastmine_Location	217020	217020
http://mo-ld.org/resource/yeastmine_Location	217020	217020	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasSequence	http://mo-ld.org/resource/yeastmine_Sequence	217020	217020
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasLength	http://mo-ld.org/mine_type:Length	217020	4811
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020	mine_voc:\nhasDirection	mine_type:\nDirection	217020	3
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasDirection	http://mo-ld.org/mine_type:Direction	217020	3
http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020	mine_voc:\nhasDirection	http://mo-ld.org/mine_type:Direction	217020	3
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020	mine_voc:\nhasIncludeGene	mine_type:\nIncludeGene	217020	2
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasIncludeGene	http://mo-ld.org/mine_type:IncludeGene	217020	2
http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020	mine_voc:\nhasIncludeGene	http://mo-ld.org/mine_type:IncludeGene	217020	2
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasOrganism	http://mo-ld.org/resource/yeastmine_Organism	217020	1
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BiologicalRegion	217020	17
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_Chromosome	217020	17
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	17
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasChromosome	http://mo-ld.org/resource/yeastmine_BioEntity	217020	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020	mine_voc:\nhasDistance	mine_type:\nDistance	217020	3
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasDistance	http://mo-ld.org/mine_type:Distance	217020	3
http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020	mine_voc:\nhasDistance	http://mo-ld.org/mine_type:Distance	217020	3
http://mo-ld.org/resource/yeastmine_Gene	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020
http://mo-ld.org/resource/yeastmine_BioEntity	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	217020
http://mo-ld.org/resource/yeastmine_Gene	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_BioEntity	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_Gene	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020
http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020
http://mo-ld.org/resource/yeastmine_BioEntity	217020	7234	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	217020	217020
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	217020	65106
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_Gene	217020	7234
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_SequenceFeature	217020	7234
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	217020	217020	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BioEntity	217020	7234
http://mo-ld.org/resource/yeastmine_BiologicalRegion	216810	7227	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	216810	216810
http://mo-ld.org/resource/yeastmine_BiologicalRegion	216810	7227	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	216810	216810
http://mo-ld.org/resource/yeastmine_BiologicalRegion	216810	7227	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	216810	216810
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	216810	216810	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_BiologicalRegion	216810	7227
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	203820	6794	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	203820	203820
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	203820	6794	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	203820	203820
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	203820	6794	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	203820	203820
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	203820	203820	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ProteinCodingGene	203820	6794
http://mo-ld.org/resource/yeastmine_Gene	202055	202055	mine_voc:\nhasOrganism	mold_res:\nyeastmine_Organism	202055	32
http://mo-ld.org/resource/yeastmine_Gene	202055	202055	mine_voc:\nhasPrimaryIdentifier	http://mo-ld.org/mine_type:PrimaryIdentifier	202055	202055
http://mo-ld.org/resource/yeastmine_Gene	201968	201968	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/yeastmine_OntologyTerm	201968	9
http://mo-ld.org/resource/yeastmine_Gene	201968	201968	mine_voc:\nhasSOTerm	http://mo-ld.org/resource/yeastmine_SOTerm	201968	9
http://mo-ld.org/resource/yeastmine_ORF	200610	6687	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_SequenceFeature	200610	200610
http://mo-ld.org/resource/yeastmine_ORF	200610	6687	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	200610	200610
http://mo-ld.org/resource/yeastmine_ORF	200610	6687	mine_voc:\nhasGeneFlankingRegion	http://mo-ld.org/resource/yeastmine_BioEntity	200610	200610
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	200610	200610	mine_voc:\nhasGene	http://mo-ld.org/resource/yeastmine_ORF	200610	6687
http://mo-ld.org/resource/yeastmine_CrossReference	177714	177714	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_SequenceFeature	177714	55039
http://mo-ld.org/resource/yeastmine_CrossReference	177714	177714	mine_voc:\nhasBioEntity	http://mo-ld.org/resource/yeastmine_BioEntity	177714	55039
http://mo-ld.org/resource/yeastmine_SequenceFeature	177714	55039	mine_voc:\nhasCrossReference	http://mo-ld.org/resource/yeastmine_CrossReference	177714	177714
