Object-Type	Property	Count	Distinct_count
http://mo-ld.org/resource/yeastmine_Organism	http://mo-ld.org/mine_vocabulary:hasOrganism	465817	32
http://mo-ld.org/mine_type:PrimaryIdentifier	http://mo-ld.org/mine_vocabulary:hasPrimaryIdentifier	465817	300727
http://mo-ld.org/resource/yeastmine_PublicationAnnotation	http://mo-ld.org/mine_vocabulary:hasPublicationAnnotation	389606	389606
http://mo-ld.org/mine_type:Identifier	http://mo-ld.org/mine_vocabulary:hasIdentifier	341917	224026
http://mo-ld.org/mine_type:Start	http://mo-ld.org/mine_vocabulary:hasStart	340709	46000
http://mo-ld.org/mine_type:End	http://mo-ld.org/mine_vocabulary:hasEnd	340709	45827
http://mo-ld.org/resource/yeastmine_DataSource	http://mo-ld.org/mine_vocabulary:hasDataSource	291352	30
http://mo-ld.org/resource/yeastmine_CrossReference	http://mo-ld.org/mine_vocabulary:hasCrossReference	291316	291316
http://mo-ld.org/resource/yeastmine_Phenotype	http://mo-ld.org/mine_vocabulary:hasPhenotype	276714	138320
http://mo-ld.org/resource/yeastmine_Chromosome	http://mo-ld.org/mine_vocabulary:hasBioEntity	272033	17
http://mo-ld.org/mine_type:Strand	http://mo-ld.org/mine_vocabulary:hasStrand	272012	3
http://mo-ld.org/mine_type:Residues	http://mo-ld.org/mine_vocabulary:hasResidues	270970	56735
http://mo-ld.org/resource/yeastmine_Sequence	http://mo-ld.org/mine_vocabulary:hasSequence	270970	270970
http://mo-ld.org/resource/yeastmine_Chromosome	http://mo-ld.org/mine_vocabulary:hasChromosome	264161	17
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasChromosome	264161	17
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasChromosome	264161	17
http://mo-ld.org/resource/yeastmine_BiologicalRegion	http://mo-ld.org/mine_vocabulary:hasChromosome	264161	17
http://mo-ld.org/resource/yeastmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasSOTerm	262775	35
http://mo-ld.org/resource/yeastmine_SOTerm	http://mo-ld.org/mine_vocabulary:hasSOTerm	262775	35
http://mo-ld.org/mine_type:Direction	http://mo-ld.org/mine_vocabulary:hasDirection	219024	5
http://mo-ld.org/resource/yeastmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	217699	147590
http://mo-ld.org/mine_type:Distance	http://mo-ld.org/mine_vocabulary:hasDistance	217020	3
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	217020	217020
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasGeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_GeneFlankingRegion	http://mo-ld.org/mine_vocabulary:hasGeneFlankingRegion	217020	217020
http://mo-ld.org/mine_type:IncludeGene	http://mo-ld.org/mine_vocabulary:hasIncludeGene	217020	2
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasGeneFlankingRegion	217020	217020
http://mo-ld.org/resource/yeastmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	183861	113752
http://mo-ld.org/mine_type:StrainBackground	http://mo-ld.org/mine_vocabulary:hasStrainBackground	170091	417
http://mo-ld.org/resource/yeastmine_GOSlimTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	156513	168
http://mo-ld.org/mine_type:Qualifier	http://mo-ld.org/mine_vocabulary:hasQualifier	147606	23
http://mo-ld.org/mine_type:Description	http://mo-ld.org/mine_vocabulary:hasDescription	146237	77311
http://mo-ld.org/mine_type:ExperimentType	http://mo-ld.org/mine_vocabulary:hasExperimentType	138320	12
http://mo-ld.org/mine_type:MutantType	http://mo-ld.org/mine_vocabulary:hasMutantType	138320	10
http://mo-ld.org/mine_type:Observable	http://mo-ld.org/mine_vocabulary:hasObservable	138320	185
http://mo-ld.org/mine_type:Title	http://mo-ld.org/mine_vocabulary:hasTitle	124624	123871
http://mo-ld.org/mine_type:Journal	http://mo-ld.org/mine_vocabulary:hasJournal	124587	2651
http://mo-ld.org/mine_type:Year	http://mo-ld.org/mine_vocabulary:hasYear	124142	101
http://mo-ld.org/mine_type:PubMedId	http://mo-ld.org/mine_vocabulary:hasPubMedId	124113	124091
http://mo-ld.org/mine_type:FirstAuthor	http://mo-ld.org/mine_vocabulary:hasFirstAuthor	123910	69284
http://mo-ld.org/mine_type:Volume	http://mo-ld.org/mine_vocabulary:hasVolume	123558	1982
http://mo-ld.org/mine_type:Pages	http://mo-ld.org/mine_vocabulary:hasPages	123511	54577
http://mo-ld.org/resource/yeastmine_OntologyTermSynonym	http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	118551	116996
http://mo-ld.org/mine_type:Issue	http://mo-ld.org/mine_vocabulary:hasIssue	117504	3182
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProtein	114719	6804
http://mo-ld.org/resource/yeastmine_Protein	http://mo-ld.org/mine_vocabulary:hasProtein	114719	6804
http://mo-ld.org/resource/yeastmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	113752	113752
http://mo-ld.org/resource/yeastmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	113752	113752
http://mo-ld.org/mine_type:Phenotype	http://mo-ld.org/mine_vocabulary:hasPhenotype	112182	3
http://mo-ld.org/resource/yeastmine_Synonym	http://mo-ld.org/mine_vocabulary:hasSynonym	101596	101596
http://mo-ld.org/mine_type:Value	http://mo-ld.org/mine_vocabulary:hasValue	101596	96077
http://mo-ld.org/resource/yeastmine_GOEvidenceCode	http://mo-ld.org/mine_vocabulary:hasGOEvidenceCode	96563	9607
http://mo-ld.org/resource/yeastmine_GOEvidence	http://mo-ld.org/mine_vocabulary:hasGOEvidence	96563	96563
http://mo-ld.org/mine_type:Symbol	http://mo-ld.org/mine_vocabulary:hasSymbol	95480	76851
http://mo-ld.org/mine_type:Source	http://mo-ld.org/mine_vocabulary:hasSource	83029	4
http://mo-ld.org/mine_type:SgdDbXrefId	http://mo-ld.org/mine_vocabulary:hasSgdDbXrefId	78139	78139
http://mo-ld.org/mine_type:Citation	http://mo-ld.org/mine_vocabulary:hasCitation	78130	78128
http://mo-ld.org/mine_type:Summary	http://mo-ld.org/mine_vocabulary:hasSummary	74877	74807
http://mo-ld.org/mine_type:Chemical	http://mo-ld.org/mine_vocabulary:hasChemical	68809	2707
http://mo-ld.org/mine_type:Evalue	http://mo-ld.org/mine_vocabulary:hasEvalue	68490	17447
http://mo-ld.org/resource/yeastmine_ProteinDomain	http://mo-ld.org/mine_vocabulary:hasProteinDomain	68490	68490
http://mo-ld.org/mine_type:RunDate	http://mo-ld.org/mine_vocabulary:hasRunDate	68490	1
http://mo-ld.org/mine_type:Method	http://mo-ld.org/mine_vocabulary:hasMethod	68490	14
http://mo-ld.org/resource/yeastmine_RegulatoryRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	67676	33838
http://mo-ld.org/resource/yeastmine_TFBindingSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	67676	33838
http://mo-ld.org/resource/yeastmine_BindingSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	67676	33838
http://mo-ld.org/mine_type:BootstrapScore	http://mo-ld.org/mine_vocabulary:hasBootstrapScore	54246	101
http://mo-ld.org/resource/yeastmine_MRNA	http://mo-ld.org/mine_vocabulary:hasBioEntity	53718	17906
http://mo-ld.org/resource/yeastmine_Transcript	http://mo-ld.org/mine_vocabulary:hasBioEntity	53718	17906
http://mo-ld.org/resource/yeastmine_Ontology	http://mo-ld.org/mine_vocabulary:hasOntology	45561	5
http://mo-ld.org/mine_type:Obsolete	http://mo-ld.org/mine_vocabulary:hasObsolete	45560	1
http://mo-ld.org/resource/yeastmine_SOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	42662	1935
http://mo-ld.org/mine_type:Condition	http://mo-ld.org/mine_vocabulary:hasCondition	40573	1141
http://mo-ld.org/mine_type:FeatureType	http://mo-ld.org/mine_vocabulary:hasFeatureType	38108	40
http://mo-ld.org/resource/yeastmine_ECOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	36956	283
http://mo-ld.org/mine_type:BriefDescription	http://mo-ld.org/mine_vocabulary:hasBriefDescription	35760	16945
http://mo-ld.org/resource/yeastmine_Protein	http://mo-ld.org/mine_vocabulary:hasBioEntity	34424	6816
http://mo-ld.org/resource/yeastmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasRegulationEvidence	33838	33838
http://mo-ld.org/resource/yeastmine_TFBindingSite	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/mine_type:Datasource	http://mo-ld.org/mine_vocabulary:hasDatasource	33838	1
http://mo-ld.org/resource/yeastmine_RegulationEvidence	http://mo-ld.org/mine_vocabulary:hasRegulationEvidence	33838	33838
http://mo-ld.org/resource/yeastmine_RegulatoryRegion	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/resource/yeastmine_BindingSite	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/mine_type:ExperimentCondition	http://mo-ld.org/mine_vocabulary:hasExperimentCondition	33838	26
http://mo-ld.org/resource/yeastmine_RegulationEvidence	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	33838	33838
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/resource/yeastmine_BiologicalRegion	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838	33838
http://mo-ld.org/mine_type:Assay	http://mo-ld.org/mine_vocabulary:hasAssay	33838	11
http://mo-ld.org/mine_type:Construct	http://mo-ld.org/mine_vocabulary:hasConstruct	33498	328
http://mo-ld.org/resource/yeastmine_InterProDomain	http://mo-ld.org/mine_vocabulary:hasInterProDomain	33178	5230
http://mo-ld.org/resource/yeastmine_NcRNAGene	http://mo-ld.org/mine_vocabulary:hasGene	32236	435
http://mo-ld.org/mine_type:Details	http://mo-ld.org/mine_vocabulary:hasDetails	31903	6057
http://mo-ld.org/mine_type:RegulationDirection	http://mo-ld.org/mine_vocabulary:hasRegulationDirection	30597	7
http://mo-ld.org/resource/yeastmine_IntergenicRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	25484	12742
http://mo-ld.org/mine_type:SgdAlias	http://mo-ld.org/mine_vocabulary:hasSgdAlias	25167	24956
http://mo-ld.org/resource/yeastmine_TransposableElementGene	http://mo-ld.org/mine_vocabulary:hasGene	23979	91
http://mo-ld.org/mine_type:ExperimentComment	http://mo-ld.org/mine_vocabulary:hasExperimentComment	23853	100
http://mo-ld.org/resource/yeastmine_ProteinModificationSite	http://mo-ld.org/mine_vocabulary:hasProteinModificationSite	23103	23103
http://mo-ld.org/resource/yeastmine_ProteinModificationSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	23103	23103
http://mo-ld.org/mine_type:ModificationType	http://mo-ld.org/mine_vocabulary:hasModificationType	23103	26
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProteinModificationSite	23103	23103
http://mo-ld.org/resource/yeastmine_NcRNAGene	http://mo-ld.org/mine_vocabulary:hasBioEntity	22247	435
http://mo-ld.org/mine_type:ModificationSite	http://mo-ld.org/mine_vocabulary:hasModificationSite	22231	3808
http://mo-ld.org/resource/yeastmine_TRNAGene	http://mo-ld.org/mine_vocabulary:hasGene	21468	299
http://mo-ld.org/mine_type:Dbxrefsource	http://mo-ld.org/mine_vocabulary:hasDbxrefsource	21390	5
http://mo-ld.org/resource/yeastmine_CDS	http://mo-ld.org/mine_vocabulary:hasBioEntity	21240	7080
http://mo-ld.org/mine_type:Note	http://mo-ld.org/mine_vocabulary:hasNote	17906	1
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasTranscript	17906	17906
http://mo-ld.org/resource/yeastmine_Transcript	http://mo-ld.org/mine_vocabulary:hasTranscript	17906	17906
http://mo-ld.org/mine_type:FivePrimeScore	http://mo-ld.org/mine_vocabulary:hasFivePrimeScore	17906	5
http://mo-ld.org/mine_type:GalactoseCount	http://mo-ld.org/mine_vocabulary:hasGalactoseCount	17906	1261
http://mo-ld.org/resource/yeastmine_MRNA	http://mo-ld.org/mine_vocabulary:hasTranscript	17906	17906
http://mo-ld.org/mine_type:ThreePrimeDataSet	http://mo-ld.org/mine_vocabulary:hasThreePrimeDataSet	17906	4
http://mo-ld.org/mine_type:GlucoseCount	http://mo-ld.org/mine_vocabulary:hasGlucoseCount	17906	1187
http://mo-ld.org/mine_type:FivePrimeDataSet	http://mo-ld.org/mine_vocabulary:hasFivePrimeDataSet	17906	5
http://mo-ld.org/mine_type:ThreePrimeScore	http://mo-ld.org/mine_vocabulary:hasThreePrimeScore	17906	3
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasTranscript	17906	17906
http://mo-ld.org/mine_type:Status	http://mo-ld.org/mine_vocabulary:hasStatus	16543	3
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProteinAbundance	16145	16145
http://mo-ld.org/resource/yeastmine_ProteinAbundance	http://mo-ld.org/mine_vocabulary:hasProteinAbundance	16145	16145
http://mo-ld.org/resource/yeastmine_ProteinAbundance	http://mo-ld.org/mine_vocabulary:hasBioEntity	16145	16145
http://mo-ld.org/mine_type:SecondaryIdentifier	http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	14958	8154
http://mo-ld.org/resource/yeastmine_TRNAGene	http://mo-ld.org/mine_vocabulary:hasBioEntity	14061	299
http://mo-ld.org/mine_type:Abundance	http://mo-ld.org/mine_vocabulary:hasAbundance	13779	4048
http://mo-ld.org/resource/yeastmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasInteractionTerm	12985	27
http://mo-ld.org/resource/yeastmine_InteractionTerm	http://mo-ld.org/mine_vocabulary:hasInteractionTerm	12985	27
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	12792	6371
http://mo-ld.org/resource/yeastmine_IntergenicRegion	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	12792	6371
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	12792	6371
http://mo-ld.org/resource/yeastmine_BiologicalRegion	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	12792	6371
http://mo-ld.org/mine_type:Modification	http://mo-ld.org/mine_vocabulary:hasModification	12384	15
http://mo-ld.org/resource/yeastmine_ExpressionDataSet	http://mo-ld.org/mine_vocabulary:hasExpressionDataSet	11118	484
http://mo-ld.org/resource/yeastmine_InteractionTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	10676	1204
http://mo-ld.org/mine_type:Ordernumber	http://mo-ld.org/mine_vocabulary:hasOrdernumber	10143	368
http://mo-ld.org/resource/yeastmine_ExpressionCondition	http://mo-ld.org/mine_vocabulary:hasExpressionCondition	10143	10143
http://mo-ld.org/mine_type:Code	http://mo-ld.org/mine_vocabulary:hasCode	9607	18
http://mo-ld.org/mine_type:AnnotType	http://mo-ld.org/mine_vocabulary:hasAnnotType	9607	3
http://mo-ld.org/mine_type:WithText	http://mo-ld.org/mine_vocabulary:hasWithText	9590	9217
http://mo-ld.org/resource/yeastmine_CDS	http://mo-ld.org/mine_vocabulary:hasCDS	7084	7080
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasCDS	7084	7080
http://mo-ld.org/resource/yeastmine_BiologicalRegion	http://mo-ld.org/mine_vocabulary:hasCDS	7084	7080
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasCDS	7084	7080
http://mo-ld.org/mine_type:Allele	http://mo-ld.org/mine_vocabulary:hasAllele	6968	3816
http://mo-ld.org/resource/yeastmine_BiologicalRegion	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/resource/yeastmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/resource/yeastmine_ProteinCodingGene	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/resource/yeastmine_ORF	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/resource/yeastmine_Gene	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/resource/yeastmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasORF	6950	6605
http://mo-ld.org/mine_type:Reporter	http://mo-ld.org/mine_vocabulary:hasReporter	6753	1582
http://mo-ld.org/mine_type:PrimaryAccession	http://mo-ld.org/mine_vocabulary:hasPrimaryAccession	6724	6709
http://mo-ld.org/mine_type:CodonBias	http://mo-ld.org/mine_vocabulary:hasCodonBias	6704	133
http://mo-ld.org/mine_type:MolecularWeight	http://mo-ld.org/mine_vocabulary:hasMolecularWeight	6704	6593
http://mo-ld.org/mine_type:GravyScore	http://mo-ld.org/mine_vocabulary:hasGravyScore	6704	287
http://mo-ld.org/mine_type:Glu	http://mo-ld.org/mine_vocabulary:hasGlu	6704	170
http://mo-ld.org/mine_type:Hydrogen	http://mo-ld.org/mine_vocabulary:hasHydrogen	6704	4328
http://mo-ld.org/mine_type:Phe	http://mo-ld.org/mine_vocabulary:hasPhe	6704	126
http://mo-ld.org/mine_type:Asp	http://mo-ld.org/mine_vocabulary:hasAsp	6704	147
http://mo-ld.org/mine_type:Lys	http://mo-ld.org/mine_vocabulary:hasLys	6704	180
http://mo-ld.org/mine_type:AromaticityScore	http://mo-ld.org/mine_vocabulary:hasAromaticityScore	6704	33
http://mo-ld.org/mine_type:Asn	http://mo-ld.org/mine_vocabulary:hasAsn	6704	165
http://mo-ld.org/mine_type:Sulphur	http://mo-ld.org/mine_vocabulary:hasSulphur	6704	96
http://mo-ld.org/mine_type:Gly	http://mo-ld.org/mine_vocabulary:hasGly	6704	126
http://mo-ld.org/mine_type:Carbon	http://mo-ld.org/mine_vocabulary:hasCarbon	6704	3636
http://mo-ld.org/mine_type:Thr	http://mo-ld.org/mine_vocabulary:hasThr	6704	164
http://mo-ld.org/mine_type:Trp	http://mo-ld.org/mine_vocabulary:hasTrp	6704	41
http://mo-ld.org/mine_type:InstabilityIndex	http://mo-ld.org/mine_vocabulary:hasInstabilityIndex	6704	3243
http://mo-ld.org/mine_type:Ntermseq	http://mo-ld.org/mine_vocabulary:hasNtermseq	6704	6356
http://mo-ld.org/mine_type:Ala	http://mo-ld.org/mine_vocabulary:hasAla	6704	138
http://mo-ld.org/mine_type:Ctermseq	http://mo-ld.org/mine_vocabulary:hasCtermseq	6704	6383
http://mo-ld.org/mine_type:Gln	http://mo-ld.org/mine_vocabulary:hasGln	6704	115
http://mo-ld.org/mine_type:FopScore	http://mo-ld.org/mine_vocabulary:hasFopScore	6704	84
http://mo-ld.org/mine_type:Val	http://mo-ld.org/mine_vocabulary:hasVal	6704	143
http://mo-ld.org/mine_type:Nitrogen	http://mo-ld.org/mine_vocabulary:hasNitrogen	6704	1625
http://mo-ld.org/mine_type:Pro	http://mo-ld.org/mine_vocabulary:hasPro	6704	128
http://mo-ld.org/mine_type:Ile	http://mo-ld.org/mine_vocabulary:hasIle	6704	174
http://mo-ld.org/mine_type:Ser	http://mo-ld.org/mine_vocabulary:hasSer	6704	232
http://mo-ld.org/mine_type:His	http://mo-ld.org/mine_vocabulary:hasHis	6704	73
http://mo-ld.org/mine_type:AllCysHalf	http://mo-ld.org/mine_vocabulary:hasAllCysHalf	6704	2455
http://mo-ld.org/mine_type:Arg	http://mo-ld.org/mine_vocabulary:hasArg	6704	122
http://mo-ld.org/mine_type:Oxygen	http://mo-ld.org/mine_vocabulary:hasOxygen	6704	1794
http://mo-ld.org/mine_type:Cys	http://mo-ld.org/mine_vocabulary:hasCys	6704	48
http://mo-ld.org/mine_type:AliphaticIndex	http://mo-ld.org/mine_vocabulary:hasAliphaticIndex	6704	3907
http://mo-ld.org/mine_type:Met	http://mo-ld.org/mine_vocabulary:hasMet	6704	66
http://mo-ld.org/mine_type:Cai	http://mo-ld.org/mine_vocabulary:hasCai	6704	90
http://mo-ld.org/mine_type:PI	http://mo-ld.org/mine_vocabulary:hasPI	6704	852
http://mo-ld.org/mine_type:Leu	http://mo-ld.org/mine_vocabulary:hasLeu	6704	229
http://mo-ld.org/mine_type:NoCysHalf	http://mo-ld.org/mine_vocabulary:hasNoCysHalf	6704	886
http://mo-ld.org/mine_type:GfpVisualized	http://mo-ld.org/mine_vocabulary:hasGfpVisualized	6234	2
http://mo-ld.org/mine_type:GfpTagged	http://mo-ld.org/mine_vocabulary:hasGfpTagged	6234	2
http://mo-ld.org/mine_type:TapVisualized	http://mo-ld.org/mine_vocabulary:hasTapVisualized	6234	2
http://mo-ld.org/mine_type:Error	http://mo-ld.org/mine_vocabulary:hasError	6234	192
http://mo-ld.org/mine_type:Site	http://mo-ld.org/mine_vocabulary:hasSite	5617	23
http://mo-ld.org/resource/yeastmine_Localization	http://mo-ld.org/mine_vocabulary:hasLocalization	5617	5617
http://mo-ld.org/resource/yeastmine_TransposableElementGene	http://mo-ld.org/mine_vocabulary:hasBioEntity	5320	92
http://mo-ld.org/resource/yeastmine_Disease	http://mo-ld.org/mine_vocabulary:hasDisease	5188	4446
http://mo-ld.org/resource/yeastmine_SnoRNAGene	http://mo-ld.org/mine_vocabulary:hasGene	5187	77
http://mo-ld.org/resource/yeastmine_OriginOfReplication	http://mo-ld.org/mine_vocabulary:hasBioEntity	4091	360
http://mo-ld.org/resource/yeastmine_ARS	http://mo-ld.org/mine_vocabulary:hasBioEntity	4013	352
http://mo-ld.org/resource/yeastmine_Interactor	http://mo-ld.org/mine_vocabulary:hasInteractor	3674	1668
http://mo-ld.org/resource/yeastmine_SnoRNAGene	http://mo-ld.org/mine_vocabulary:hasBioEntity	3607	77
http://mo-ld.org/resource/yeastmine_RepeatRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	3602	465
http://mo-ld.org/resource/yeastmine_Retrotransposon	http://mo-ld.org/mine_vocabulary:hasBioEntity	3513	50
http://mo-ld.org/resource/yeastmine_RRNAGene	http://mo-ld.org/mine_vocabulary:hasGene	3427	30
http://mo-ld.org/resource/yeastmine_LongTerminalRepeat	http://mo-ld.org/mine_vocabulary:hasBioEntity	3368	387
http://mo-ld.org/resource/yeastmine_RRNAGene	http://mo-ld.org/mine_vocabulary:hasBioEntity	2930	30
http://mo-ld.org/resource/yeastmine_Pseudogene	http://mo-ld.org/mine_vocabulary:hasGene	2630	16
http://mo-ld.org/mine_type:FunctionSummary	http://mo-ld.org/mine_vocabulary:hasFunctionSummary	2125	1125
http://mo-ld.org/resource/yeastmine_Complement	http://mo-ld.org/mine_vocabulary:hasComplement	2004	2004
http://mo-ld.org/resource/yeastmine_NotInSystematicSequenceOfS288C	http://mo-ld.org/mine_vocabulary:hasBioEntity	1696	55
http://mo-ld.org/mine_type:BiologicalRole	http://mo-ld.org/mine_vocabulary:hasBiologicalRole	1668	6
http://mo-ld.org/resource/yeastmine_NoncodingExon	http://mo-ld.org/mine_vocabulary:hasBioEntity	1458	486
http://mo-ld.org/resource/yeastmine_NotInSystematicSequenceOfS288C	http://mo-ld.org/mine_vocabulary:hasGene	1363	55
