URI	Count
http://mo-ld.org/mine_vocabulary:hasRelationship	1333028
http://mo-ld.org/mine_vocabulary:hasInteraction	1278216
http://mo-ld.org/mine_vocabulary:hasDataSource	1241179
http://mo-ld.org/mine_vocabulary:hasCrossReference	1241123
http://mo-ld.org/mine_vocabulary:hasValue	1166126
http://mo-ld.org/mine_vocabulary:hasSynonym	1166126
http://mo-ld.org/mine_vocabulary:hasTissue	1147858
http://mo-ld.org/mine_vocabulary:hasReliability	1147812
http://mo-ld.org/mine_vocabulary:hasCellType	1147812
http://mo-ld.org/mine_vocabulary:hasExpressionType	1147812
http://mo-ld.org/mine_vocabulary:hasLevel	1147812
http://www.w3.org/2004/02/skos/core#exactMatch	1126443
http://mo-ld.org/mine_vocabulary:hasProteinDomainRegion	1106556
http://mo-ld.org/mine_vocabulary:hasDirection	1014080
http://mo-ld.org/mine_vocabulary:hasIncludeGene	1014080
http://mo-ld.org/mine_vocabulary:hasDistance	1014080
http://mo-ld.org/mine_vocabulary:hasGeneFlankingRegion	1014080
http://mo-ld.org/mine_vocabulary:hasDescription	991594
http://mo-ld.org/mine_vocabulary:hasGOEvidence	941381
http://mo-ld.org/mine_vocabulary:hasRelationshipType	817491
http://mo-ld.org/mine_vocabulary:hasInteractionExperiment	816771
http://mo-ld.org/mine_vocabulary:hasRole1	816771
http://mo-ld.org/mine_vocabulary:hasRole2	816771
http://mo-ld.org/mine_vocabulary:hasGOEvidenceCode	751793
http://mo-ld.org/mine_vocabulary:hasPubMedId	751025
http://mo-ld.org/mine_vocabulary:hasFirstAuthor	750812
http://mo-ld.org/mine_vocabulary:hasJournal	749672
http://mo-ld.org/mine_vocabulary:hasTitle	749672
http://mo-ld.org/mine_vocabulary:hasPages	749167
http://mo-ld.org/mine_vocabulary:hasVolume	749053
http://mo-ld.org/mine_vocabulary:hasYear	737324
http://mo-ld.org/mine_vocabulary:hasAbstractText	721009
http://mo-ld.org/mine_vocabulary:hasIssue	715720
http://mo-ld.org/mine_vocabulary:hasUniProtFeature	675962
http://mo-ld.org/mine_vocabulary:hasBegin	675759
http://mo-ld.org/mine_vocabulary:hasMonth	660090
http://mo-ld.org/mine_vocabulary:hasGOAnnotation	602782
http://mo-ld.org/mine_vocabulary:hasDatabase	553278
http://mo-ld.org/mine_vocabulary:hasProteinDomain	553278
http://mo-ld.org/mine_vocabulary:hasOrthologueEvidence	547918
http://mo-ld.org/mine_vocabulary:hasHomologue	547918
http://mo-ld.org/mine_vocabulary:hasDoi	547499
http://mo-ld.org/mine_vocabulary:hasComment	493195
http://mo-ld.org/mine_vocabulary:hasWithText	463035
http://mo-ld.org/mine_vocabulary:hasSymbol	438696
http://mo-ld.org/mine_vocabulary:hasPathway	377011
http://mo-ld.org/mine_vocabulary:hasMd5checksum	316300
http://mo-ld.org/mine_vocabulary:hasMammalianPhenotypeTerm	303115
http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	193447
http://mo-ld.org/mine_vocabulary:hasPrimaryAccession	179012
http://mo-ld.org/mine_vocabulary:hasIsFragment	156556
http://mo-ld.org/mine_vocabulary:hasUniprotName	156556
http://mo-ld.org/mine_vocabulary:hasIsUniprotCanonical	156556
http://mo-ld.org/mine_vocabulary:hasUniprotAccession	156556
http://mo-ld.org/mine_vocabulary:hasDisease	149932
http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	148568
http://mo-ld.org/mine_vocabulary:hasMolecularWeight	126801
http://mo-ld.org/mine_vocabulary:hasAllele	121122
http://mo-ld.org/mine_vocabulary:hasHPOAnnotation	84913
http://mo-ld.org/mine_vocabulary:hasOntology	79133
http://mo-ld.org/mine_vocabulary:hasAssignedBy	78616
http://mo-ld.org/mine_vocabulary:hasHPOEvidence	78616
http://mo-ld.org/mine_vocabulary:hasHPOTerm	78403
http://mo-ld.org/mine_vocabulary:hasSource	75641
http://mo-ld.org/mine_vocabulary:hasGenotype	73672
http://mo-ld.org/mine_vocabulary:hasObsolete	66320
http://mo-ld.org/mine_vocabulary:hasInteractionTerm	57310
http://mo-ld.org/mine_vocabulary:hasGeneticBackground	53359
http://mo-ld.org/mine_vocabulary:hasAnnotationExtension	48516
http://mo-ld.org/mine_vocabulary:hasZygosity	46452
http://mo-ld.org/mine_vocabulary:hasBriefDescription	37615
http://mo-ld.org/mine_vocabulary:hasShortName	28470
http://mo-ld.org/mine_vocabulary:hasGWASResult	22002
http://mo-ld.org/mine_vocabulary:hasScoreType	16287
http://mo-ld.org/mine_vocabulary:hasScore	16287
http://mo-ld.org/mine_vocabulary:hasECNumber	15679
http://mo-ld.org/mine_vocabulary:hasQualifier	12807
http://mo-ld.org/mine_vocabulary:hasPhenotype	11001
http://mo-ld.org/mine_vocabulary:hasGWAS	11001
http://mo-ld.org/mine_vocabulary:hasSNP	11001
http://mo-ld.org/mine_vocabulary:hasAssociatedVariantRiskAllele	10958
http://mo-ld.org/mine_vocabulary:hasRiskAlleleFreqInControls	7444
http://mo-ld.org/mine_vocabulary:hasFrequencyModifier	6003
http://mo-ld.org/mine_vocabulary:hasDiseaseSynonym	4627
http://mo-ld.org/mine_vocabulary:hasInteractor	3311
http://mo-ld.org/mine_vocabulary:hasComponent	2004
http://mo-ld.org/mine_vocabulary:hasInitialSample	1305
http://mo-ld.org/mine_vocabulary:hasReplicateSample	1305
http://mo-ld.org/mine_vocabulary:hasInteractionRegion	1160
http://mo-ld.org/mine_vocabulary:hasConfidenceText	1116
http://mo-ld.org/mine_vocabulary:hasBiologicalRole	900
http://mo-ld.org/mine_vocabulary:hasComplex	720
http://mo-ld.org/mine_vocabulary:hasStoichiometry	701
http://mo-ld.org/mine_vocabulary:hasStartStatus	439
http://mo-ld.org/mine_vocabulary:hasEndStatus	439
http://mo-ld.org/mine_vocabulary:hasFunction	343
http://mo-ld.org/mine_vocabulary:hasSystematicName	332
http://mo-ld.org/mine_vocabulary:hasProperties	261
http://mo-ld.org/mine_vocabulary:hasTissueGroup	46
http://www.w3.org/2000/01/rdf-schema#subClassOf	36
http://mo-ld.org/mine_vocabulary:hasUrl	24
http://mo-ld.org/mine_vocabulary:hasCode	21
http://mo-ld.org/mine_vocabulary:hasTaxonId	9
http://mo-ld.org/mine_vocabulary:hasGenus	8
http://mo-ld.org/mine_vocabulary:hasSpecies	8
http://mo-ld.org/mine_vocabulary:hasCommonName	7
http://mo-ld.org/mine_vocabulary:hasAnnotations	4
http://mo-ld.org/mine_vocabulary:hasVersion	1
http://mo-ld.org/mine_vocabulary:hasOrthologueEvidenceCode	1
http://mo-ld.org/mine_vocabulary:hasAbbreviation	1
