URI	Count	Distinct_count
http://mo-ld.org/resource/ratmine_Chromosome	70	70
http://mo-ld.org/resource/ratmine_InteractionRegion	59	59
http://mo-ld.org/mine_type:Type	58	58
http://mo-ld.org/mine_type:Code	58	58
http://mo-ld.org/resource/ratmine_GOEvidenceCode	54	54
http://mo-ld.org/mine_type:Year	51	51
http://mo-ld.org/resource/ratmine_DataSet	47	47
http://mo-ld.org/resource/ratmine_OMIMMethod	35	35
http://mo-ld.org/mine_type:Qualifier	25	25
http://mo-ld.org/resource/ratmine_DataSource	15	15
http://mo-ld.org/resource/ratmine_DOEvidenceCode	12	12
http://mo-ld.org/resource/ratmine_PWEvidenceCode	12	12
http://mo-ld.org/resource/ratmine_MPEvidenceCode	11	11
http://mo-ld.org/resource/ratmine_Ontology	10	10
http://mo-ld.org/mine_type:Role1	8	8
http://mo-ld.org/mine_type:Role2	8	8
http://mo-ld.org/mine_type:CommonName	7	7
http://mo-ld.org/mine_type:Genus	7	7
http://mo-ld.org/mine_type:Species	7	7
http://mo-ld.org/mine_type:TaxonId	7	7
http://mo-ld.org/resource/ratmine_Organism	7	7
http://mo-ld.org/mine_type:Url	5	5
http://mo-ld.org/mine_type:EndStatus	5	5
http://mo-ld.org/mine_type:StartStatus	5	5
http://mo-ld.org/mine_type:Status	4	4
http://mo-ld.org/mine_type:Strand	3	3
http://mo-ld.org/mine_type:Direct	2	2
http://mo-ld.org/mine_type:Redundant	2	2
http://mo-ld.org/mine_type:IsUniprotCanonical	2	2
http://mo-ld.org/mine_type:Tissue	2	2
http://mo-ld.org/resource/ratmine_OrthologueEvidence	2	2
http://mo-ld.org/resource/ratmine_OrthologueEvidenceCode	2	2
http://mo-ld.org/mine_type:Abbreviation	1	1
http://mo-ld.org/mine_type:Obsolete	1	1
http://mo-ld.org/mine_type:IsFragment	1	1
http://mo-ld.org/mine_type:ExperimentDate	1	1
http://mo-ld.org/resource/ratmine_Submission	1	1
http://mo-ld.org/resource/ratmine_Project	1	1
