Subject-Type	Property	Count	Distinct_count
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	1077422	61735
http://mo-ld.org/resource/ratmine_CrossReference	http://www.w3.org/2004/02/skos/core#exactMatch	1048576	1048576
http://mo-ld.org/resource/ratmine_AnnotationExtension	http://mo-ld.org/mine_vocabulary:hasGOEvidence	809206	809206
http://mo-ld.org/resource/ratmine_GOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	809206	14755
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	809206	61219
http://mo-ld.org/resource/ratmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasAnnotationExtension	809206	809206
http://mo-ld.org/resource/ratmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	809206	809206
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	809206	61219
http://mo-ld.org/resource/ratmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasBioEntity	809206	809206
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	809206	61219
http://mo-ld.org/resource/ratmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasDataSet	809206	809206
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasAnnotationExtension	809206	809206
http://mo-ld.org/resource/ratmine_AnnotationExtension	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	809206	809206
http://mo-ld.org/resource/ratmine_BioEntity	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	695648	253316
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasGOEvidence	653043	638361
http://mo-ld.org/resource/ratmine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasGOEvidence	653043	638361
http://mo-ld.org/resource/ratmine_SequenceFeature	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	564547	188079
http://mo-ld.org/resource/ratmine_Gene	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	542223	180741
http://mo-ld.org/resource/ratmine_DataSet	http://mo-ld.org/mine_vocabulary:hasBioEntity	496326	39
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasDataSet	496326	252202
http://mo-ld.org/resource/ratmine_GOEvidence	http://mo-ld.org/mine_vocabulary:hasWithText	453044	453044
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasDataSet	430214	187592
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasDataSet	415213	180568
http://mo-ld.org/resource/ratmine_MPAnnotation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	331390	165695
http://mo-ld.org/resource/ratmine_Author	http://mo-ld.org/mine_vocabulary:hasPublication	293022	147685
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasAuthor	293022	45697
http://mo-ld.org/resource/ratmine_DOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyRelation	247330	12092
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasOrganism	243036	243036
http://mo-ld.org/mine_type:PrimaryIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	240249	240249
http://mo-ld.org/mine_type:PrimaryIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	240249	240249
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasPrimaryIdentifier	214985	214985
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasLocation	202920	98728
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasLocation	202920	98728
http://mo-ld.org/resource/ratmine_Location	http://mo-ld.org/mine_vocabulary:hasBioEntity	202920	104142
http://mo-ld.org/resource/ratmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	201580	56058
http://mo-ld.org/resource/ratmine_OntologyTermSynonym	http://www.w3.org/2000/01/rdf-schema#label	198009	198009
http://mo-ld.org/resource/ratmine_OntologyTermSynonym	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	198009	198009
http://mo-ld.org/resource/ratmine_OntologyTermSynonym	http://mo-ld.org/mine_vocabulary:hasType	196602	196602
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasOrganism	187747	187747
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasSOTerm	187579	187579
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasSOTerm	187579	187579
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasOrganism	180719	180719
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasSOTerm	180555	180555
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasPrimaryIdentifier	176908	176908
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasPrimaryIdentifier	169880	169880
http://mo-ld.org/resource/ratmine_OntologyTerm	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	168151	88972
http://mo-ld.org/resource/ratmine_MPAnnotation	http://mo-ld.org/mine_vocabulary:hasMPEvidence	165774	165695
http://mo-ld.org/resource/ratmine_MPEvidence	http://mo-ld.org/mine_vocabulary:hasMPEvidenceCode	165774	165774
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasMPEvidence	165774	165695
http://mo-ld.org/resource/ratmine_MPEvidence	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	165774	165774
http://mo-ld.org/resource/ratmine_MPAnnotation	http://mo-ld.org/mine_vocabulary:hasDataSet	165695	165695
http://mo-ld.org/resource/ratmine_MPAnnotation	http://mo-ld.org/mine_vocabulary:hasBioEntity	165695	165695
http://mo-ld.org/resource/ratmine_MPTerm	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	165695	7630
http://mo-ld.org/resource/ratmine_MPAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	165695	165695
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	163427	26663
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	163427	26663
http://mo-ld.org/resource/ratmine_OntologyTerm	http://www.w3.org/2000/01/rdf-schema#label	154067	77638
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasMPAnnotation	153971	8654
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasMPAnnotation	153971	8654
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasMPAnnotation	153971	8654
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasLength	153939	153939
http://mo-ld.org/mine_type:Description	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	152813	152813
http://mo-ld.org/mine_type:Description	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	152813	152813
http://mo-ld.org/resource/ratmine_DOAnnotation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	149690	74845
http://mo-ld.org/resource/ratmine_Author	http://www.w3.org/2000/01/rdf-schema#label	147685	147685
http://mo-ld.org/resource/ratmine_Author	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	147685	147685
http://mo-ld.org/mine_type:Identifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	147428	147428
http://mo-ld.org/mine_type:Identifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	147428	147428
http://mo-ld.org/resource/ratmine_MPTerm	http://mo-ld.org/mine_vocabulary:hasOntologyRelation	144388	9122
http://mo-ld.org/resource/ratmine_BioEntity	http://www.w3.org/2000/01/rdf-schema#label	126783	126783
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProtein	119005	28749
http://mo-ld.org/resource/ratmine_Protein	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	110588	55294
http://mo-ld.org/resource/ratmine_Location	http://mo-ld.org/mine_vocabulary:hasStart	104142	104142
http://mo-ld.org/resource/ratmine_Location	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	104142	104142
http://mo-ld.org/resource/ratmine_Location	http://mo-ld.org/mine_vocabulary:hasEnd	104142	104142
http://mo-ld.org/resource/ratmine_Chromosome	http://mo-ld.org/mine_vocabulary:hasLocation	104104	66
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasSymbol	102901	102901
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasSymbol	102901	102901
http://mo-ld.org/mine_type:SecondaryIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	99797	99797
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	99797	99797
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	99797	99797
http://mo-ld.org/mine_type:SecondaryIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	99797	99797
http://mo-ld.org/resource/ratmine_Location	http://mo-ld.org/mine_vocabulary:hasDataSet	98816	98816
http://mo-ld.org/resource/ratmine_Location	http://mo-ld.org/mine_vocabulary:hasStrand	98778	98778
http://mo-ld.org/resource/ratmine_SequenceFeature	http://www.w3.org/2000/01/rdf-schema#label	98649	98649
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasDescription	98649	98649
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasChromosome	98649	98649
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasLength	98649	98649
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasChromosome	98649	98649
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasDescription	98649	98649
http://mo-ld.org/mine_type:End	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	98189	98189
http://mo-ld.org/mine_type:End	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	98189	98189
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasSymbol	97276	97276
http://mo-ld.org/mine_type:Start	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	96408	96408
http://mo-ld.org/mine_type:Start	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	96408	96408
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	94482	94482
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasLocation	93501	93347
http://mo-ld.org/resource/ratmine_Gene	http://www.w3.org/2000/01/rdf-schema#label	93334	93334
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasDescription	93334	93334
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasChromosome	93334	93334
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasLength	93334	93334
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasProteinDomain	92650	25981
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProteinDomain	92650	25981
http://mo-ld.org/resource/ratmine_ProteinDomain	http://mo-ld.org/mine_vocabulary:hasProtein	92650	9201
http://mo-ld.org/resource/ratmine_GOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	89972	24854
http://mo-ld.org/mine_type:Symbol	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	89460	89460
http://mo-ld.org/mine_type:Symbol	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	89460	89460
http://mo-ld.org/resource/ratmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasIdentifier	87815	87815
http://mo-ld.org/resource/ratmine_PWAnnotation	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	86390	43195
http://mo-ld.org/resource/ratmine_GOEvidence	http://mo-ld.org/mine_vocabulary:hasPublication	82983	80766
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasWithText	81911	81911
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasDOEvidence	79037	74845
http://mo-ld.org/resource/ratmine_DOAnnotation	http://mo-ld.org/mine_vocabulary:hasDOEvidence	79037	74845
http://mo-ld.org/resource/ratmine_DOEvidence	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	79037	79037
http://mo-ld.org/resource/ratmine_DOEvidence	http://mo-ld.org/mine_vocabulary:hasDOEvidenceCode	79037	79037
http://mo-ld.org/resource/ratmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasOntology	77638	77638
http://mo-ld.org/resource/ratmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasObsolete	76481	76481
http://mo-ld.org/resource/ratmine_OntologyTerm	http://www.w3.org/2004/02/skos/core#exactMatch	76481	76481
http://mo-ld.org/resource/ratmine_GOTerm	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	75940	37970
http://mo-ld.org/resource/ratmine_GOTerm	http://www.w3.org/2000/01/rdf-schema#label	75915	37959
http://mo-ld.org/resource/ratmine_DOAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	74845	74845
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasDOAnnotation	74845	15203
http://mo-ld.org/resource/ratmine_DOAnnotation	http://mo-ld.org/mine_vocabulary:hasDataSet	74845	74845
http://mo-ld.org/resource/ratmine_DOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	74845	4264
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasDOAnnotation	74845	15203
http://mo-ld.org/resource/ratmine_DOAnnotation	http://mo-ld.org/mine_vocabulary:hasBioEntity	74845	74845
http://mo-ld.org/mine_type:Title	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	74039	74039
http://mo-ld.org/mine_type:Title	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	74039	74039
http://mo-ld.org/resource/ratmine_DOEvidence	http://mo-ld.org/mine_vocabulary:hasPublication	72725	65872
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasDOAnnotation	71050	11820
http://mo-ld.org/mine_type:WithText	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	67503	67503
http://mo-ld.org/mine_type:WithText	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	67503	67503
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasComment	65236	20642
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasComment	65236	20642
http://mo-ld.org/resource/ratmine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasDescription	64129	64129
http://mo-ld.org/resource/ratmine_Synonym	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	63311	63311
http://mo-ld.org/resource/ratmine_Synonym	http://mo-ld.org/mine_vocabulary:hasValue	63311	63311
http://mo-ld.org/resource/ratmine_Comment	http://mo-ld.org/mine_vocabulary:hasType	62631	62631
http://mo-ld.org/resource/ratmine_Comment	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	62631	62631
http://mo-ld.org/resource/ratmine_Comment	http://mo-ld.org/mine_vocabulary:hasDescription	62631	62631
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasDataSet	56796	55294
http://mo-ld.org/mine_type:PrimaryAccession	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	55294	55294
http://mo-ld.org/mine_type:PrimaryAccession	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	55294	55294
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasPrimaryAccession	55294	55294
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasPrimaryAccession	55294	55294
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasLength	55290	55290
http://mo-ld.org/resource/ratmine_Sequence	http://mo-ld.org/mine_vocabulary:hasResidues	55290	55290
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasMd5checksum	55290	55290
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasSequence	55290	55290
http://mo-ld.org/resource/ratmine_Sequence	http://mo-ld.org/mine_vocabulary:hasLength	55290	55290
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasMd5checksum	55290	55290
http://mo-ld.org/resource/ratmine_Sequence	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	55290	55290
http://mo-ld.org/resource/ratmine_Sequence	http://mo-ld.org/mine_vocabulary:hasMd5checksum	55290	55290
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasSequence	55290	55290
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasOrganism	55289	55289
http://mo-ld.org/mine_type:Residues	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	55100	55100
http://mo-ld.org/mine_type:Residues	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	55100	55100
http://mo-ld.org/mine_type:Md5checksum	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	55100	55100
http://mo-ld.org/mine_type:Md5checksum	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	55100	55100
http://mo-ld.org/resource/ratmine_DOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	54143	12074
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasBioEntity	52343	11387
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasPublication	52343	26892
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasPublication	52343	26892
http://mo-ld.org/mine_type:Value	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	49864	49864
http://mo-ld.org/mine_type:Value	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	49864	49864
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasSynonym	47593	14720
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasSynonym	47593	14720
http://mo-ld.org/resource/ratmine_Synonym	http://mo-ld.org/mine_vocabulary:hasDataSet	47593	47593
http://mo-ld.org/resource/ratmine_Synonym	http://mo-ld.org/mine_vocabulary:hasBioEntity	47593	47593
http://mo-ld.org/resource/ratmine_PWEvidence	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	46472	46472
http://mo-ld.org/resource/ratmine_PWEvidence	http://mo-ld.org/mine_vocabulary:hasPWEvidenceCode	46472	46472
http://mo-ld.org/resource/ratmine_PWAnnotation	http://mo-ld.org/mine_vocabulary:hasPWEvidence	46472	43195
http://mo-ld.org/resource/ratmine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasPWEvidence	46472	43195
http://mo-ld.org/resource/ratmine_CrossReference	http://mo-ld.org/mine_vocabulary:hasBioEntity	46213	46213
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasCrossReference	46213	24645
http://mo-ld.org/resource/ratmine_Publication	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	45727	45727
http://mo-ld.org/mine_type:PubMedId	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	45727	45727
http://mo-ld.org/mine_type:PubMedId	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	45727	45727
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasPubMedId	45727	45727
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasTitle	45704	45704
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasJournal	45703	45703
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasFirstAuthor	45697	45697
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasYear	45697	45697
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasPages	45654	45654
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasVolume	45626	45626
http://mo-ld.org/mine_type:Length	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	45009	45009
http://mo-ld.org/mine_type:Length	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	45009	45009
http://mo-ld.org/resource/ratmine_DatabaseReference	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	44546	44546
http://mo-ld.org/resource/ratmine_DatabaseReference	http://mo-ld.org/mine_vocabulary:hasIdentifier	44546	44546
http://mo-ld.org/resource/ratmine_DatabaseReference	http://mo-ld.org/mine_vocabulary:hasDataSource	44546	44546
http://mo-ld.org/resource/ratmine_DOAnnotation	http://mo-ld.org/mine_vocabulary:hasWithText	44242	44242
http://mo-ld.org/resource/ratmine_Publication	http://mo-ld.org/mine_vocabulary:hasIssue	44186	44186
http://mo-ld.org/resource/ratmine_Protein	http://mo-ld.org/mine_vocabulary:hasCrossReference	43568	22000
http://mo-ld.org/resource/ratmine_PWAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	43195	43195
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasPWAnnotation	43195	14973
http://mo-ld.org/resource/ratmine_PWTerm	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	43195	476
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasPWAnnotation	43195	14973
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasPWAnnotation	43195	14973
http://mo-ld.org/resource/ratmine_PWAnnotation	http://mo-ld.org/mine_vocabulary:hasBioEntity	43195	43195
http://mo-ld.org/resource/ratmine_PWAnnotation	http://mo-ld.org/mine_vocabulary:hasDataSet	43195	43195
http://mo-ld.org/resource/ratmine_SOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyRelation	42662	1935
http://mo-ld.org/resource/ratmine_Gene	http://mo-ld.org/mine_vocabulary:hasEnsemblIdentifier	39268	39268
http://mo-ld.org/resource/ratmine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasEnsemblIdentifier	39268	39268
http://mo-ld.org/resource/ratmine_BioEntity	http://mo-ld.org/mine_vocabulary:hasEnsemblIdentifier	39268	39268
http://mo-ld.org/mine_type:EnsemblIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#value	38965	38965
http://mo-ld.org/mine_type:EnsemblIdentifier	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	38965	38965
http://mo-ld.org/resource/ratmine_GOTerm	http://mo-ld.org/mine_vocabulary:hasIdentifier	37970	37970
http://mo-ld.org/resource/ratmine_GOTerm	http://mo-ld.org/mine_vocabulary:hasOntology	37959	37959
http://mo-ld.org/resource/ratmine_GOTerm	http://mo-ld.org/mine_vocabulary:hasDescription	37959	37959
http://mo-ld.org/resource/ratmine_GOTerm	http://www.w3.org/2004/02/skos/core#exactMatch	37959	37959
