Object-Type	Property	Count	Distinct_count
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasChromosome	2641632	6737
http://mo-ld.org/resource/flymine_Chromosome	http://mo-ld.org/mine_vocabulary:hasChromosome	2641632	6737
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasChromosome	2641632	6737
http://mo-ld.org/resource/flymine_GOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	2422876	42046
http://mo-ld.org/resource/flymine_AnatomyTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	2377554	16641
http://mo-ld.org/mine_type:Redundant	http://mo-ld.org/mine_vocabulary:hasRedundant	2336101	2
http://mo-ld.org/mine_type:Direct	http://mo-ld.org/mine_vocabulary:hasDirect	2336101	2
http://mo-ld.org/mine_type:Relationship	http://mo-ld.org/mine_vocabulary:hasRelationship	2336101	107
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasExon	2194717	825221
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasExon	2194717	825221
http://mo-ld.org/resource/flymine_Exon	http://mo-ld.org/mine_vocabulary:hasExon	2194717	825221
http://mo-ld.org/resource/flymine_Protein	http://mo-ld.org/mine_vocabulary:hasProtein	2037201	423973
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProtein	2037201	423973
http://mo-ld.org/mine_type:BootstrapScore	http://mo-ld.org/mine_vocabulary:hasBootstrapScore	1934876	101
http://mo-ld.org/resource/flymine_MicroArrayExperiment	http://mo-ld.org/mine_vocabulary:hasMicroArrayExperiment	1874566	3
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasIntron	1760688	656184
http://mo-ld.org/resource/flymine_Intron	http://mo-ld.org/mine_vocabulary:hasIntron	1760688	656184
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasIntron	1760688	656184
http://mo-ld.org/mine_type:Description	http://mo-ld.org/mine_vocabulary:hasDescription	1728134	379330
http://mo-ld.org/resource/flymine_InteractionDetail	http://mo-ld.org/mine_vocabulary:hasInteractionDetail	1702927	851437
http://mo-ld.org/resource/flymine_RNASeqResult	http://mo-ld.org/mine_vocabulary:hasRNASeqResult	1690488	1690488
http://mo-ld.org/mine_type:ExpressionScore	http://mo-ld.org/mine_vocabulary:hasExpressionScore	1690488	4186
http://mo-ld.org/mine_type:Stage	http://mo-ld.org/mine_vocabulary:hasStage	1690488	104
http://mo-ld.org/mine_type:ExpressionLevel	http://mo-ld.org/mine_vocabulary:hasExpressionLevel	1690488	8
http://mo-ld.org/resource/flymine_Transcript	http://mo-ld.org/mine_vocabulary:hasBioEntity	1689347	459034
http://mo-ld.org/resource/flymine_Exon	http://mo-ld.org/mine_vocabulary:hasBioEntity	1659463	832602
http://mo-ld.org/resource/flymine_MRNA	http://mo-ld.org/mine_vocabulary:hasBioEntity	1647645	437730
http://mo-ld.org/mine_type:Symbol	http://mo-ld.org/mine_vocabulary:hasSymbol	1485327	1427922
http://mo-ld.org/resource/flymine_FlyAtlasResult	http://mo-ld.org/mine_vocabulary:hasMicroArrayResult	1469826	506763
http://mo-ld.org/mine_type:Md5checksum	http://mo-ld.org/mine_vocabulary:hasMd5checksum	1459518	998561
http://mo-ld.org/mine_type:IsControl	http://mo-ld.org/mine_vocabulary:hasIsControl	1447239	2
http://mo-ld.org/resource/flymine_MicroArrayAssay	http://mo-ld.org/mine_vocabulary:hasMicroArrayAssay	1407135	168
http://mo-ld.org/resource/flymine_Interaction	http://mo-ld.org/mine_vocabulary:hasInteraction	1402204	550767
http://mo-ld.org/resource/flymine_Author	http://mo-ld.org/mine_vocabulary:hasAuthor	1389593	559141
http://mo-ld.org/mine_type:Scale	http://mo-ld.org/mine_vocabulary:hasScale	1367635	1
http://mo-ld.org/resource/flymine_Reporter	http://mo-ld.org/mine_vocabulary:hasReporter	1333344	72829
http://mo-ld.org/resource/flymine_Intron	http://mo-ld.org/mine_vocabulary:hasBioEntity	1318668	661281
http://mo-ld.org/resource/flymine_UniProtFeature	http://mo-ld.org/mine_vocabulary:hasUniProtFeature	1113031	1113031
http://mo-ld.org/mine_type:Begin	http://mo-ld.org/mine_vocabulary:hasBegin	1112463	5791
http://mo-ld.org/resource/flymine_Oligo	http://mo-ld.org/mine_vocabulary:hasBioEntity	1070577	788252
http://mo-ld.org/resource/flymine_EST	http://mo-ld.org/mine_vocabulary:hasBioEntity	1040384	773814
http://mo-ld.org/mine_type:Role1	http://mo-ld.org/mine_vocabulary:hasRole1	851437	7
http://mo-ld.org/resource/flymine_InteractionExperiment	http://mo-ld.org/mine_vocabulary:hasInteractionExperiment	851437	17502
http://mo-ld.org/mine_type:Role2	http://mo-ld.org/mine_vocabulary:hasRole2	851437	7
http://mo-ld.org/mine_type:RelationshipType	http://mo-ld.org/mine_vocabulary:hasRelationshipType	851437	15
http://mo-ld.org/resource/flymine_CDNAClone	http://mo-ld.org/mine_vocabulary:hasBioEntity	802718	723155
http://mo-ld.org/resource/flymine_Allele	http://mo-ld.org/mine_vocabulary:hasAllele	726423	158351
http://mo-ld.org/resource/flymine_SequenceCollection	http://mo-ld.org/mine_vocabulary:hasAllele	726423	158351
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasAllele	726423	158351
http://mo-ld.org/resource/flymine_Comment	http://mo-ld.org/mine_vocabulary:hasComment	697291	470915
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasCDNAClone	655396	655396
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasCDNAClone	655396	655396
http://mo-ld.org/resource/flymine_CDNAClone	http://mo-ld.org/mine_vocabulary:hasCDNAClone	655396	655396
http://mo-ld.org/resource/flymine_ProbeSet	http://mo-ld.org/mine_vocabulary:hasProbeSet	653335	36850
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProbeSet	653335	36850
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasProbeSet	653335	36850
http://mo-ld.org/resource/flymine_RNAiResult	http://mo-ld.org/mine_vocabulary:hasRNAiResult	584669	328822
http://mo-ld.org/resource/flymine_Tissue	http://mo-ld.org/mine_vocabulary:hasTissue	506763	27
http://mo-ld.org/resource/flymine_MicroArrayResult	http://mo-ld.org/mine_vocabulary:hasFlyAtlasResult	506763	506763
http://mo-ld.org/mine_type:PresentCall	http://mo-ld.org/mine_vocabulary:hasPresentCall	506763	5
http://mo-ld.org/mine_type:MRNASignalSEM	http://mo-ld.org/mine_vocabulary:hasMRNASignalSEM	506763	11225
http://mo-ld.org/mine_type:MRNASignal	http://mo-ld.org/mine_vocabulary:hasMRNASignal	506763	37496
http://mo-ld.org/resource/flymine_FlyAtlasResult	http://mo-ld.org/mine_vocabulary:hasFlyAtlasResult	506763	506763
http://mo-ld.org/resource/flymine_CDS	http://mo-ld.org/mine_vocabulary:hasBioEntity	492568	246284
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasCDS	492566	246284
http://mo-ld.org/resource/flymine_CDS	http://mo-ld.org/mine_vocabulary:hasCDS	492566	246284
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasCDS	492566	246284
http://mo-ld.org/mine_type:AffyCall	http://mo-ld.org/mine_vocabulary:hasAffyCall	487994	3
http://mo-ld.org/mine_type:Enrichment	http://mo-ld.org/mine_vocabulary:hasEnrichment	487994	3849
http://mo-ld.org/resource/flymine_ProteinDomainRegion	http://mo-ld.org/mine_vocabulary:hasProteinDomainRegion	432958	216479
http://mo-ld.org/resource/flymine_SequenceCollection	http://mo-ld.org/mine_vocabulary:hasBioEntity	408744	191330
http://mo-ld.org/resource/flymine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	388904	194452
http://mo-ld.org/resource/flymine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	388904	194452
http://mo-ld.org/mine_type:PrimaryAccession	http://mo-ld.org/mine_vocabulary:hasPrimaryAccession	380302	380302
http://mo-ld.org/mine_type:UniprotName	http://mo-ld.org/mine_vocabulary:hasUniprotName	375028	341219
http://mo-ld.org/mine_type:IsFragment	http://mo-ld.org/mine_vocabulary:hasIsFragment	375028	1
http://mo-ld.org/mine_type:UniprotAccession	http://mo-ld.org/mine_vocabulary:hasUniprotAccession	375028	341219
http://mo-ld.org/mine_type:IsUniprotCanonical	http://mo-ld.org/mine_vocabulary:hasIsUniprotCanonical	375028	2
http://mo-ld.org/mine_type:Score	http://mo-ld.org/mine_vocabulary:hasScore	367592	65705
http://mo-ld.org/resource/flymine_TransposableElementInsertionSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	357338	168433
http://mo-ld.org/mine_type:MolecularWeight	http://mo-ld.org/mine_vocabulary:hasMolecularWeight	341219	119495
http://mo-ld.org/resource/flymine_Allele	http://mo-ld.org/mine_vocabulary:hasBioEntity	331280	158351
http://mo-ld.org/resource/flymine_IntergenicRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	330378	165189
http://mo-ld.org/mine_type:Phenotype	http://mo-ld.org/mine_vocabulary:hasPhenotype	328822	1522
http://mo-ld.org/resource/flymine_RNAiScreen	http://mo-ld.org/mine_vocabulary:hasRNAiScreen	328822	200
http://mo-ld.org/mine_type:ReagentId	http://mo-ld.org/mine_vocabulary:hasReagentId	327211	116719
http://mo-ld.org/resource/flymine_IntergenicRegion	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	318638	165189
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	318638	165189
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	318638	165189
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasUTR	298678	149339
http://mo-ld.org/resource/flymine_UTR	http://mo-ld.org/mine_vocabulary:hasBioEntity	298678	149339
http://mo-ld.org/resource/flymine_UTR	http://mo-ld.org/mine_vocabulary:hasUTR	298678	149339
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasUTR	298678	149339
http://mo-ld.org/resource/flymine_PhenotypeAnnotation	http://mo-ld.org/mine_vocabulary:hasPhenotypeAnnotation	260039	260039
http://mo-ld.org/mine_type:AnnotationType	http://mo-ld.org/mine_vocabulary:hasAnnotationType	260039	2
http://mo-ld.org/mine_type:PubMedId	http://mo-ld.org/mine_vocabulary:hasPubMedId	234374	234374
http://mo-ld.org/mine_type:Journal	http://mo-ld.org/mine_vocabulary:hasJournal	234345	3140
http://mo-ld.org/mine_type:Title	http://mo-ld.org/mine_vocabulary:hasTitle	234345	233915
http://mo-ld.org/mine_type:FirstAuthor	http://mo-ld.org/mine_vocabulary:hasFirstAuthor	234240	152330
http://mo-ld.org/mine_type:Volume	http://mo-ld.org/mine_vocabulary:hasVolume	234164	2345
http://mo-ld.org/mine_type:Pages	http://mo-ld.org/mine_vocabulary:hasPages	234161	87805
http://mo-ld.org/mine_type:Year	http://mo-ld.org/mine_vocabulary:hasYear	231517	100
http://mo-ld.org/mine_type:Issue	http://mo-ld.org/mine_vocabulary:hasIssue	226301	4193
http://mo-ld.org/mine_type:AbstractText	http://mo-ld.org/mine_vocabulary:hasAbstractText	217751	217660
http://mo-ld.org/mine_type:Month	http://mo-ld.org/mine_vocabulary:hasMonth	216735	16
http://mo-ld.org/resource/flymine_ProteinDomain	http://mo-ld.org/mine_vocabulary:hasProteinDomain	216479	6750
http://mo-ld.org/mine_type:Database	http://mo-ld.org/mine_vocabulary:hasDatabase	216479	11
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasProteinDomain	216479	6750
http://mo-ld.org/resource/flymine_Mutagen	http://mo-ld.org/mine_vocabulary:hasMutagen	196445	135
http://mo-ld.org/resource/flymine_FivePrimeUTR	http://mo-ld.org/mine_vocabulary:hasUTR	193848	96924
http://mo-ld.org/resource/flymine_FivePrimeUTR	http://mo-ld.org/mine_vocabulary:hasBioEntity	193848	96924
http://mo-ld.org/resource/flymine_ProteinDomain	http://mo-ld.org/mine_vocabulary:hasBioEntity	175385	28599
http://mo-ld.org/resource/flymine_GOEvidence	http://mo-ld.org/mine_vocabulary:hasGOEvidence	156207	129938
http://mo-ld.org/resource/flymine_OntologyTermSynonym	http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	154873	152225
http://mo-ld.org/mine_type:GenbankIdentifier	http://mo-ld.org/mine_vocabulary:hasGenbankIdentifier	146918	146914
http://mo-ld.org/resource/flymine_GOAnnotation	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	142612	142612
http://mo-ld.org/resource/flymine_OntologyAnnotation	http://mo-ld.org/mine_vocabulary:hasGOAnnotation	142612	142612
http://mo-ld.org/resource/flymine_GOEvidenceCode	http://mo-ld.org/mine_vocabulary:hasGOEvidenceCode	129938	19
http://mo-ld.org/resource/flymine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasCVTerm	127524	243
http://mo-ld.org/resource/flymine_CVTerm	http://mo-ld.org/mine_vocabulary:hasCVTerm	127524	243
http://mo-ld.org/mine_type:Doi	http://mo-ld.org/mine_vocabulary:hasDoi	127077	127031
http://mo-ld.org/resource/flymine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasAnatomyTerm	119876	2877
http://mo-ld.org/resource/flymine_AnatomyTerm	http://mo-ld.org/mine_vocabulary:hasAnatomyTerm	119876	2877
http://mo-ld.org/resource/flymine_AGambiaeLifeCycle	http://mo-ld.org/mine_vocabulary:hasMicroArrayResult	117045	39015
http://mo-ld.org/resource/flymine_MiRNATarget	http://mo-ld.org/mine_vocabulary:hasBioEntity	116316	38772
http://mo-ld.org/resource/flymine_Stock	http://mo-ld.org/mine_vocabulary:hasStock	111588	80677
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasStock	111588	80677
http://mo-ld.org/mine_type:Url	http://mo-ld.org/mine_vocabulary:hasUrl	109367	109355
http://mo-ld.org/resource/flymine_Image	http://mo-ld.org/mine_vocabulary:hasImage	109290	109290
http://mo-ld.org/resource/flymine_ThreePrimeUTR	http://mo-ld.org/mine_vocabulary:hasUTR	104830	52415
http://mo-ld.org/resource/flymine_ThreePrimeUTR	http://mo-ld.org/mine_vocabulary:hasBioEntity	104830	52415
http://mo-ld.org/resource/flymine_MRNAExpressionTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	104339	423
http://mo-ld.org/resource/flymine_NcRNA	http://mo-ld.org/mine_vocabulary:hasTranscript	99684	19503
http://mo-ld.org/resource/flymine_UTR	http://mo-ld.org/mine_vocabulary:hasFivePrimeUTR	96924	96924
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasFivePrimeUTR	96924	96924
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasFivePrimeUTR	96924	96924
http://mo-ld.org/resource/flymine_FivePrimeUTR	http://mo-ld.org/mine_vocabulary:hasFivePrimeUTR	96924	96924
http://mo-ld.org/resource/flymine_DevelopmentTerm	http://mo-ld.org/mine_vocabulary:hasDevelopmentTerm	92612	86
http://mo-ld.org/resource/flymine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasDevelopmentTerm	92612	86
http://mo-ld.org/mine_type:StockCenter	http://mo-ld.org/mine_vocabulary:hasStockCenter	90013	5
http://mo-ld.org/resource/flymine_ChromosomeStructureVariation	http://mo-ld.org/mine_vocabulary:hasBioEntity	77464	32979
http://mo-ld.org/mine_type:WithText	http://mo-ld.org/mine_vocabulary:hasWithText	74733	12097
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasMiRNATarget	66000	38090
http://mo-ld.org/resource/flymine_MiRNATarget	http://mo-ld.org/mine_vocabulary:hasMiRNATarget	66000	38090
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasMiRNATarget	66000	38090
http://mo-ld.org/resource/flymine_Ontology	http://mo-ld.org/mine_vocabulary:hasOntology	64487	9
http://mo-ld.org/mine_type:Obsolete	http://mo-ld.org/mine_vocabulary:hasObsolete	62778	1
http://mo-ld.org/resource/flymine_ThreePrimeUTR	http://mo-ld.org/mine_vocabulary:hasThreePrimeUTR	52415	52415
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasThreePrimeUTR	52415	52415
http://mo-ld.org/resource/flymine_UTR	http://mo-ld.org/mine_vocabulary:hasThreePrimeUTR	52415	52415
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasThreePrimeUTR	52415	52415
http://mo-ld.org/resource/flymine_ChromosomalDeletion	http://mo-ld.org/mine_vocabulary:hasBioEntity	52379	20937
http://mo-ld.org/resource/flymine_ProbeSet	http://mo-ld.org/mine_vocabulary:hasBioEntity	51822	36850
http://mo-ld.org/resource/flymine_RegulatoryRegion	http://mo-ld.org/mine_vocabulary:hasBioEntity	47592	15883
http://mo-ld.org/resource/flymine_SOTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	42662	1935
http://mo-ld.org/resource/flymine_NcRNA	http://mo-ld.org/mine_vocabulary:hasBioEntity	41473	21075
http://mo-ld.org/mine_type:StandardError	http://mo-ld.org/mine_vocabulary:hasStandardError	39015	38982
http://mo-ld.org/mine_type:ScoreType	http://mo-ld.org/mine_vocabulary:hasScoreType	38971	55
http://mo-ld.org/mine_type:Pvalue	http://mo-ld.org/mine_vocabulary:hasPvalue	38772	22888
http://mo-ld.org/resource/flymine_MRNAExpressionResult	http://mo-ld.org/mine_vocabulary:hasMRNAExpressionResult	38521	38521
http://mo-ld.org/mine_type:StageRange	http://mo-ld.org/mine_vocabulary:hasStageRange	38521	10
http://mo-ld.org/mine_type:Expressed	http://mo-ld.org/mine_vocabulary:hasExpressed	38521	2
http://mo-ld.org/resource/flymine_ECNumber	http://mo-ld.org/mine_vocabulary:hasECNumber	36310	1732
http://mo-ld.org/resource/flymine_CRM	http://mo-ld.org/mine_vocabulary:hasBioEntity	35181	11754
http://mo-ld.org/resource/flymine_Pathway	http://mo-ld.org/mine_vocabulary:hasPathway	34316	929
http://mo-ld.org/resource/flymine_Transcript	http://mo-ld.org/mine_vocabulary:hasMRNA	30209	9368
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasMRNA	30209	9368
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasMRNA	30209	9368
http://mo-ld.org/resource/flymine_MRNA	http://mo-ld.org/mine_vocabulary:hasMRNA	30209	9368
http://mo-ld.org/resource/flymine_MicroarrayOligo	http://mo-ld.org/mine_vocabulary:hasBioEntity	30193	14438
http://mo-ld.org/resource/flymine_TransposableElement	http://mo-ld.org/mine_vocabulary:hasBioEntity	29273	6153
http://mo-ld.org/mine_type:ShortName	http://mo-ld.org/mine_vocabulary:hasShortName	28482	28482
http://mo-ld.org/mine_type:CytoLocation	http://mo-ld.org/mine_vocabulary:hasCytoLocation	21829	8502
http://mo-ld.org/resource/flymine_OntologyTerm	http://mo-ld.org/mine_vocabulary:hasInteractionTerm	17194	92
http://mo-ld.org/resource/flymine_InteractionTerm	http://mo-ld.org/mine_vocabulary:hasInteractionTerm	17194	92
http://mo-ld.org/resource/flymine_PointMutation	http://mo-ld.org/mine_vocabulary:hasBioEntity	15966	5344
http://mo-ld.org/mine_type:Tm	http://mo-ld.org/mine_vocabulary:hasTm	14438	1184
http://mo-ld.org/mine_type:Conditions	http://mo-ld.org/mine_vocabulary:hasConditions	13880	15
http://mo-ld.org/mine_type:Available	http://mo-ld.org/mine_vocabulary:hasAvailable	12965	2
http://mo-ld.org/resource/flymine_NaturalTransposableElement	http://mo-ld.org/mine_vocabulary:hasBioEntity	12507	548
http://mo-ld.org/resource/flymine_ChromosomeBand	http://mo-ld.org/mine_vocabulary:hasBioEntity	12121	5990
http://mo-ld.org/mine_type:Curated	http://mo-ld.org/mine_vocabulary:hasCurated	11651	1
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasMicroarrayOligo	11175	11175
http://mo-ld.org/resource/flymine_Oligo	http://mo-ld.org/mine_vocabulary:hasMicroarrayOligo	11175	11175
http://mo-ld.org/resource/flymine_MicroarrayOligo	http://mo-ld.org/mine_vocabulary:hasMicroarrayOligo	11175	11175
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasMicroarrayOligo	11175	11175
http://mo-ld.org/resource/flymine_InteractionTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	10729	1204
http://mo-ld.org/resource/flymine_CVTerm	http://mo-ld.org/mine_vocabulary:hasOntologyTerm	8512	752
http://mo-ld.org/mine_type:AlleleClass	http://mo-ld.org/mine_vocabulary:hasAlleleClass	7870	94
http://mo-ld.org/resource/flymine_RegulatoryRegion	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	7736	7736
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	7736	7736
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	7736	7736
http://mo-ld.org/resource/flymine_TRNA	http://mo-ld.org/mine_vocabulary:hasTranscript	7106	3493
http://mo-ld.org/resource/flymine_TRNA	http://mo-ld.org/mine_vocabulary:hasBioEntity	6691	3493
http://mo-ld.org/mine_type:ControlType	http://mo-ld.org/mine_vocabulary:hasControlType	6689	3
http://mo-ld.org/resource/flymine_ChromosomalInversion	http://mo-ld.org/mine_vocabulary:hasBioEntity	6208	2738
http://mo-ld.org/resource/flymine_TFBindingSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	6174	2058
http://mo-ld.org/resource/flymine_BindingSite	http://mo-ld.org/mine_vocabulary:hasBioEntity	6174	2058
http://mo-ld.org/resource/flymine_ChromosomalTranslocation	http://mo-ld.org/mine_vocabulary:hasBioEntity	5918	3409
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasNaturalTransposableElement	5435	124
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasTransposableElement	5435	5435
http://mo-ld.org/resource/flymine_TransposableElement	http://mo-ld.org/mine_vocabulary:hasTransposableElement	5435	5435
http://mo-ld.org/resource/flymine_TransposableElement	http://mo-ld.org/mine_vocabulary:hasNaturalTransposableElement	5435	124
http://mo-ld.org/resource/flymine_SequenceFeature	http://mo-ld.org/mine_vocabulary:hasTransposableElement	5435	5435
http://mo-ld.org/resource/flymine_NaturalTransposableElement	http://mo-ld.org/mine_vocabulary:hasNaturalTransposableElement	5435	124
http://mo-ld.org/resource/flymine_BioEntity	http://mo-ld.org/mine_vocabulary:hasNaturalTransposableElement	5435	124
http://mo-ld.org/resource/flymine_Disease	http://mo-ld.org/mine_vocabulary:hasDisease	5153	4404
