URI	Count	Distinct_count
http://mo-ld.org/resource/flymine_PointMutation	5344	5344
http://mo-ld.org/resource/flymine_Disease	4404	4404
http://mo-ld.org/mine_type:Issue	4193	4193
http://mo-ld.org/mine_type:ExpressionScore	4186	4186
http://mo-ld.org/mine_type:Enrichment	3849	3849
http://mo-ld.org/resource/flymine_TRNA	3493	3493
http://mo-ld.org/resource/flymine_ChromosomalTranslocation	3409	3409
http://mo-ld.org/resource/flymine_Component	3324	3324
http://mo-ld.org/mine_type:Journal	3140	3140
http://mo-ld.org/resource/flymine_ChromosomalInversion	2738	2738
http://mo-ld.org/resource/flymine_SnoRNA	2553	2553
http://mo-ld.org/mine_type:Volume	2345	2345
http://mo-ld.org/resource/flymine_BindingSite	2058	2058
http://mo-ld.org/resource/flymine_TFBindingSite	2058	2058
http://mo-ld.org/resource/flymine_SOTerm	1936	1936
http://mo-ld.org/resource/flymine_ECNumber	1732	1732
http://mo-ld.org/resource/flymine_Pathway	1597	1597
http://mo-ld.org/resource/flymine_TreatmentParameter	1590	1590
http://mo-ld.org/resource/flymine_MiRNA	1584	1584
http://mo-ld.org/mine_type:Phenotype	1522	1522
http://mo-ld.org/resource/flymine_RRNA	1315	1315
http://mo-ld.org/resource/flymine_InteractionTerm	1213	1213
http://mo-ld.org/mine_type:Tm	1184	1184
http://mo-ld.org/resource/flymine_SampleCharacteristic	1072	1072
http://mo-ld.org/resource/flymine_Treatment	795	795
http://mo-ld.org/resource/flymine_CVTerm	753	753
http://mo-ld.org/resource/flymine_NaturalTransposableElement	548	548
http://mo-ld.org/resource/flymine_MRNAExpressionTerm	423	423
http://mo-ld.org/resource/flymine_SnRNA	389	389
http://mo-ld.org/resource/flymine_DevelopmentTerm	201	201
http://mo-ld.org/resource/flymine_RNAiScreen	200	200
http://mo-ld.org/resource/flymine_MicroArrayAssay	168	168
http://mo-ld.org/resource/flymine_Sample	159	159
http://mo-ld.org/mine_type:Assay	142	142
http://mo-ld.org/resource/flymine_Mutagen	135	135
http://mo-ld.org/mine_type:Relationship	107	107
http://mo-ld.org/mine_type:Stage	104	104
http://mo-ld.org/resource/flymine_Enhancer	103	103
http://mo-ld.org/mine_type:BootstrapScore	101	101
http://mo-ld.org/mine_type:Year	100	100
http://mo-ld.org/mine_type:AlleleClass	94	94
http://mo-ld.org/mine_type:Type	92	92
http://mo-ld.org/mine_type:Sample2	86	86
http://mo-ld.org/resource/flymine_DataSet	79	79
http://mo-ld.org/mine_type:PrimaryCharacteristic	79	79
http://mo-ld.org/mine_type:BioSourceName	69	69
http://mo-ld.org/mine_type:DisplayOrder	68	68
http://mo-ld.org/resource/flymine_ChromosomalDuplication	64	64
http://mo-ld.org/resource/flymine_DataSource	62	62
http://mo-ld.org/mine_type:Library	60	60
http://mo-ld.org/mine_type:ScoreCutoff	60	60
http://mo-ld.org/mine_type:ScoreType	55	55
http://mo-ld.org/resource/flymine_InteractionRegion	53	53
http://mo-ld.org/mine_type:Method	27	27
http://mo-ld.org/resource/flymine_Tissue	27	27
http://mo-ld.org/mine_type:Species	20	20
http://mo-ld.org/mine_type:TaxonId	20	20
http://mo-ld.org/resource/flymine_Organism	20	20
http://mo-ld.org/mine_type:Code	19	19
http://mo-ld.org/resource/flymine_GOEvidenceCode	19	19
http://mo-ld.org/mine_type:Month	16	16
http://mo-ld.org/mine_type:Conditions	15	15
http://mo-ld.org/mine_type:RelationshipType	15	15
http://mo-ld.org/resource/flymine_Protocol	14	14
http://mo-ld.org/resource/flymine_ChromosomalTransposition	13	13
http://mo-ld.org/mine_type:Database	11	11
http://mo-ld.org/mine_type:StageRange	10	10
http://mo-ld.org/resource/flymine_Ontology	9	9
http://mo-ld.org/mine_type:CommonName	8	8
http://mo-ld.org/mine_type:Genus	8	8
http://mo-ld.org/mine_type:ExpressionLevel	8	8
http://mo-ld.org/mine_type:Version	7	7
http://mo-ld.org/mine_type:Role1	7	7
http://mo-ld.org/mine_type:Role2	7	7
http://mo-ld.org/mine_type:PresentCall	5	5
http://mo-ld.org/mine_type:EndStatus	5	5
http://mo-ld.org/mine_type:StartStatus	5	5
http://mo-ld.org/mine_type:StockCenter	5	5
http://mo-ld.org/mine_type:Action	5	5
http://mo-ld.org/mine_type:BioSourceType	4	4
http://mo-ld.org/resource/flymine_OrthologueEvidence	4	4
http://mo-ld.org/mine_type:ReagentType	3	3
http://mo-ld.org/mine_type:AffyCall	3	3
http://mo-ld.org/resource/flymine_OrthologueEvidenceCode	3	3
http://mo-ld.org/resource/flymine_MicroArrayExperiment	3	3
http://mo-ld.org/mine_type:ControlType	3	3
http://mo-ld.org/mine_type:Strand	3	3
http://mo-ld.org/mine_type:Qualifier	3	3
http://mo-ld.org/mine_type:AnnotationType	2	2
http://mo-ld.org/mine_type:IsControl	2	2
http://mo-ld.org/mine_type:Available	2	2
http://mo-ld.org/mine_type:Direct	2	2
http://mo-ld.org/mine_type:Redundant	2	2
http://mo-ld.org/mine_type:Expressed	2	2
http://mo-ld.org/mine_type:IsUniprotCanonical	2	2
http://mo-ld.org/mine_type:PrimaryCharacteristicType	2	2
http://mo-ld.org/mine_type:AnnotationExtension	1	1
http://mo-ld.org/mine_type:Abbreviation	1	1
http://mo-ld.org/mine_type:Curated	1	1
http://mo-ld.org/mine_type:Scale	1	1
http://mo-ld.org/mine_type:Sample1	1	1
http://mo-ld.org/mine_type:Obsolete	1	1
http://mo-ld.org/mine_type:IsFragment	1	1
http://mo-ld.org/mine_type:MaterialType	1	1
