URI	Count
http://mo-ld.org/mine_vocabulary:hasFirstAuthor	234240
http://mo-ld.org/mine_vocabulary:hasVolume	234164
http://mo-ld.org/mine_vocabulary:hasPages	234161
http://mo-ld.org/mine_vocabulary:hasYear	231517
http://mo-ld.org/mine_vocabulary:hasIssue	226301
http://mo-ld.org/mine_vocabulary:hasAbstractText	217751
http://mo-ld.org/mine_vocabulary:hasMonth	216735
http://mo-ld.org/mine_vocabulary:hasDatabase	216479
http://mo-ld.org/mine_vocabulary:hasProteinDomain	216479
http://mo-ld.org/mine_vocabulary:hasMutagen	196445
http://mo-ld.org/mine_vocabulary:hasGOEvidence	156207
http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	154873
http://mo-ld.org/mine_vocabulary:hasGenbankIdentifier	146918
http://mo-ld.org/mine_vocabulary:hasGOAnnotation	142612
http://mo-ld.org/mine_vocabulary:hasGOEvidenceCode	129938
http://mo-ld.org/mine_vocabulary:hasCVTerm	127524
http://mo-ld.org/mine_vocabulary:hasDoi	127077
http://mo-ld.org/mine_vocabulary:hasAnatomyTerm	119876
http://mo-ld.org/mine_vocabulary:hasStock	111588
http://mo-ld.org/mine_vocabulary:hasUrl	109367
http://mo-ld.org/mine_vocabulary:hasImage	109290
http://mo-ld.org/mine_vocabulary:hasFivePrimeUTR	96924
http://mo-ld.org/mine_vocabulary:hasDevelopmentTerm	92612
http://mo-ld.org/mine_vocabulary:hasStockCenter	90013
http://mo-ld.org/mine_vocabulary:hasWithText	74733
http://mo-ld.org/mine_vocabulary:hasMiRNATarget	66000
http://mo-ld.org/mine_vocabulary:hasOntology	64487
http://mo-ld.org/mine_vocabulary:hasObsolete	62778
http://mo-ld.org/mine_vocabulary:hasThreePrimeUTR	52415
http://mo-ld.org/mine_vocabulary:hasStandardError	39015
http://mo-ld.org/mine_vocabulary:hasScoreType	38971
http://mo-ld.org/mine_vocabulary:hasPvalue	38772
http://mo-ld.org/mine_vocabulary:hasStageRange	38521
http://mo-ld.org/mine_vocabulary:hasMRNAExpressionResult	38521
http://mo-ld.org/mine_vocabulary:hasExpressed	38521
http://mo-ld.org/mine_vocabulary:hasECNumber	36310
http://mo-ld.org/mine_vocabulary:hasPathway	34316
http://mo-ld.org/mine_vocabulary:hasMRNA	30209
http://mo-ld.org/mine_vocabulary:hasShortName	28482
http://mo-ld.org/mine_vocabulary:hasCytoLocation	21829
http://mo-ld.org/mine_vocabulary:hasInteractionTerm	17194
http://mo-ld.org/mine_vocabulary:hasTm	14438
http://mo-ld.org/mine_vocabulary:hasConditions	13880
http://mo-ld.org/mine_vocabulary:hasAvailable	12965
http://mo-ld.org/mine_vocabulary:hasCurated	11651
http://mo-ld.org/mine_vocabulary:hasMicroarrayOligo	11175
http://mo-ld.org/mine_vocabulary:hasAlleleClass	7870
http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	7736
http://mo-ld.org/mine_vocabulary:hasControlType	6689
http://mo-ld.org/mine_vocabulary:hasTransposableElement	5435
http://mo-ld.org/mine_vocabulary:hasNaturalTransposableElement	5435
http://mo-ld.org/mine_vocabulary:hasDisease	5153
http://mo-ld.org/mine_vocabulary:hasTransposableElementInsertionSite	3996
http://mo-ld.org/mine_vocabulary:hasComponent	3324
http://mo-ld.org/mine_vocabulary:hasTreatment	2067
http://mo-ld.org/mine_vocabulary:hasTreatmentParameter	1590
http://mo-ld.org/mine_vocabulary:hasQualifier	1564
http://mo-ld.org/mine_vocabulary:hasSampleCharacteristic	1072
http://mo-ld.org/mine_vocabulary:hasAction	795
http://mo-ld.org/mine_vocabulary:hasProtocol	637
http://mo-ld.org/mine_vocabulary:hasAssay	200
http://mo-ld.org/mine_vocabulary:hasBioSourceName	200
http://mo-ld.org/mine_vocabulary:hasLibrary	200
http://mo-ld.org/mine_vocabulary:hasBioSourceType	200
http://mo-ld.org/mine_vocabulary:hasMethod	200
http://mo-ld.org/mine_vocabulary:hasReagentType	200
http://mo-ld.org/mine_vocabulary:hasSample2	167
http://mo-ld.org/mine_vocabulary:hasSample1	167
http://mo-ld.org/mine_vocabulary:hasScoreCutoff	165
http://mo-ld.org/mine_vocabulary:hasMaterialType	159
http://mo-ld.org/mine_vocabulary:hasDisplayOrder	159
http://mo-ld.org/mine_vocabulary:hasPrimaryCharacteristic	159
http://mo-ld.org/mine_vocabulary:hasPrimaryCharacteristicType	159
http://www.w3.org/2000/01/rdf-schema#subClassOf	59
http://mo-ld.org/mine_vocabulary:hasInteractionRegion	53
http://mo-ld.org/mine_vocabulary:hasStartStatus	53
http://mo-ld.org/mine_vocabulary:hasEndStatus	53
http://mo-ld.org/mine_vocabulary:hasGenus	20
http://mo-ld.org/mine_vocabulary:hasSpecies	20
http://mo-ld.org/mine_vocabulary:hasTaxonId	20
http://mo-ld.org/mine_vocabulary:hasCode	19
http://mo-ld.org/mine_vocabulary:hasVersion	9
http://mo-ld.org/mine_vocabulary:hasCommonName	8
http://mo-ld.org/mine_vocabulary:hasOrthologueEvidenceCode	4
http://mo-ld.org/mine_vocabulary:hasAbbreviation	3
http://mo-ld.org/mine_vocabulary:hasAnnotationExtension	2
